t kinetic_energy max_velocity
2.6312 0.000463478 0.0524414
2.6313 0.00046337 0.0524353
2.6314 0.000463263 0.0524291
2.6315 0.000463155 0.052423
2.6316 0.000463048 0.0524168
2.6317 0.00046294 0.0524107
2.6318 0.000462833 0.0524045
2.6319 0.000462726 0.0523984
2.632 0.000462618 0.0523923
2.6321 0.000462511 0.0523861
2.6322 0.000462404 0.05238
2.6323 0.000462296 0.0523738
2.6324 0.000462189 0.0523677
2.6325 0.000462082 0.0523615
2.6326 0.000461975 0.0523554
2.6327 0.000461868 0.0523493
2.6328 0.000461761 0.0523431
2.6329 0.000461653 0.052337
2.633 0.000461546 0.0523309
2.6331 0.000461439 0.0523247
2.6332 0.000461332 0.0523186
2.6333 0.000461225 0.0523125
2.6334 0.000461118 0.0523063
2.6335 0.000461011 0.0523002
2.6336 0.000460904 0.0522941
2.6337 0.000460798 0.0522879
2.6338 0.000460691 0.0522818
2.6339 0.000460584 0.0522757
2.634 0.000460477 0.0522695
2.6341 0.00046037 0.0522634
2.6342 0.000460263 0.0522573
2.6343 0.000460157 0.0522512
2.6344 0.00046005 0.052245
2.6345 0.000459943 0.0522389
2.6346 0.000459837 0.0522328
2.6347 0.00045973 0.0522266
2.6348 0.000459623 0.0522205
2.6349 0.000459517 0.0522144
2.635 0.00045941 0.0522083
2.6351 0.000459303 0.0522022
2.6352 0.000459197 0.052196
2.6353 0.00045909 0.0521899
2.6354 0.000458984 0.0521838
2.6355 0.000458877 0.0521777
2.6356 0.000458771 0.0521716
2.6357 0.000458665 0.0521654
2.6358 0.000458558 0.0521593
2.6359 0.000458452 0.0521532
2.636 0.000458346 0.0521471
2.6361 0.000458239 0.052141
2.6362 0.000458133 0.0521349
2.6363 0.000458027 0.0521288
2.6364 0.00045792 0.0521226
2.6365 0.000457814 0.0521165
2.6366 0.000457708 0.0521104
2.6367 0.000457602 0.0521043
2.6368 0.000457496 0.0520982
2.6369 0.00045739 0.0520921
2.637 0.000457284 0.052086
2.6371 0.000457177 0.0520799
2.6372 0.000457071 0.0520738
2.6373 0.000456965 0.0520677
2.6374 0.000456859 0.0520616
2.6375 0.000456753 0.0520555
2.6376 0.000456648 0.0520494
2.6377 0.000456542 0.0520433
2.6378 0.000456436 0.0520372
2.6379 0.00045633 0.0520311
2.638 0.000456224 0.0520249
2.6381 0.000456118 0.0520188
2.6382 0.000456012 0.0520128
2.6383 0.000455907 0.0520067
2.6384 0.000455801 0.0520006
2.6385 0.000455695 0.0519945
2.6386 0.000455589 0.0519884
2.6387 0.000455484 0.0519823
2.6388 0.000455378 0.0519762
2.6389 0.000455273 0.0519701
2.639 0.000455167 0.051964
2.6391 0.000455061 0.0519579
2.6392 0.000454956 0.0519518
2.6393 0.00045485 0.0519457
2.6394 0.000454745 0.0519396
2.6395 0.000454639 0.0519335
2.6396 0.000454534 0.0519274
2.6397 0.000454428 0.0519213
2.6398 0.000454323 0.0519153
2.6399 0.000454218 0.0519092
2.64 0.000454112 0.0519031
2.6401 0.000454007 0.051897
2.6402 0.000453902 0.0518909
2.6403 0.000453796 0.0518848
2.6404 0.000453691 0.0518787
2.6405 0.000453586 0.0518727
2.6406 0.000453481 0.0518666
2.6407 0.000453376 0.0518605
2.6408 0.00045327 0.0518544
2.6409 0.000453165 0.0518483
2.641 0.00045306 0.0518423
2.6411 0.000452955 0.0518362
2.6412 0.00045285 0.0518301
2.6413 0.000452745 0.051824
2.6414 0.00045264 0.0518179
2.6415 0.000452535 0.0518119
2.6416 0.00045243 0.0518058
2.6417 0.000452325 0.0517997
2.6418 0.00045222 0.0517937
2.6419 0.000452115 0.0517876
2.642 0.00045201 0.0517815
2.6421 0.000451906 0.0517754
2.6422 0.000451801 0.0517694
2.6423 0.000451696 0.0517633
2.6424 0.000451591 0.0517572
2.6425 0.000451486 0.0517512
2.6426 0.000451382 0.0517451
2.6427 0.000451277 0.051739
2.6428 0.000451172 0.051733
2.6429 0.000451068 0.0517269
2.643 0.000450963 0.0517208
2.6431 0.000450859 0.0517148
2.6432 0.000450754 0.0517087
2.6433 0.000450649 0.0517026
2.6434 0.000450545 0.0516966
2.6435 0.00045044 0.0516905
2.6436 0.000450336 0.0516844
2.6437 0.000450231 0.0516784
2.6438 0.000450127 0.0516723
2.6439 0.000450023 0.0516663
2.644 0.000449918 0.0516602
2.6441 0.000449814 0.0516542
2.6442 0.00044971 0.0516481
2.6443 0.000449605 0.051642
2.6444 0.000449501 0.051636
2.6445 0.000449397 0.0516299
2.6446 0.000449293 0.0516239
2.6447 0.000449188 0.0516178
2.6448 0.000449084 0.0516118
2.6449 0.00044898 0.0516057
2.645 0.000448876 0.0515997
2.6451 0.000448772 0.0515936
2.6452 0.000448668 0.0515876
2.6453 0.000448564 0.0515815
2.6454 0.00044846 0.0515755
2.6455 0.000448356 0.0515694
2.6456 0.000448252 0.0515634
2.6457 0.000448148 0.0515573
2.6458 0.000448044 0.0515513
2.6459 0.00044794 0.0515452
2.646 0.000447836 0.0515392
2.6461 0.000447732 0.0515332
2.6462 0.000447628 0.0515271
2.6463 0.000447524 0.0515211
2.6464 0.000447421 0.051515
2.6465 0.000447317 0.051509
2.6466 0.000447213 0.0515029
2.6467 0.000447109 0.0514969
2.6468 0.000447006 0.0514909
2.6469 0.000446902 0.0514848
2.647 0.000446798 0.0514788
2.6471 0.000446695 0.0514728
2.6472 0.000446591 0.0514667
2.6473 0.000446487 0.0514607
2.6474 0.000446384 0.0514547
2.6475 0.00044628 0.0514486
2.6476 0.000446177 0.0514426
2.6477 0.000446073 0.0514366
2.6478 0.00044597 0.0514305
2.6479 0.000445866 0.0514245
2.648 0.000445763 0.0514185
2.6481 0.00044566 0.0514124
2.6482 0.000445556 0.0514064
2.6483 0.000445453 0.0514004
2.6484 0.00044535 0.0513944
2.6485 0.000445246 0.0513883
2.6486 0.000445143 0.0513823
2.6487 0.00044504 0.0513763
2.6488 0.000444937 0.0513703
2.6489 0.000444833 0.0513642
2.649 0.00044473 0.0513582
2.6491 0.000444627 0.0513522
2.6492 0.000444524 0.0513462
2.6493 0.000444421 0.0513401
2.6494 0.000444318 0.0513341
2.6495 0.000444215 0.0513281
2.6496 0.000444112 0.0513221
2.6497 0.000444009 0.0513161
2.6498 0.000443906 0.0513101
2.6499 0.000443803 0.051304
2.65 0.0004437 0.051298
2.6501 0.000443597 0.051292
2.6502 0.000443494 0.051286
2.6503 0.000443391 0.05128
2.6504 0.000443288 0.051274
2.6505 0.000443186 0.051268
2.6506 0.000443083 0.0512619
2.6507 0.00044298 0.0512559
2.6508 0.000442877 0.0512499
2.6509 0.000442775 0.0512439
2.651 0.000442672 0.0512379
2.6511 0.000442569 0.0512319
2.6512 0.000442467 0.0512259
2.6513 0.000442364 0.0512199
2.6514 0.000442261 0.0512139
2.6515 0.000442159 0.0512079
2.6516 0.000442056 0.0512019
2.6517 0.000441954 0.0511959
2.6518 0.000441851 0.0511899
2.6519 0.000441749 0.0511839
2.652 0.000441646 0.0511779
2.6521 0.000441544 0.0511719
2.6522 0.000441441 0.0511659
2.6523 0.000441339 0.0511599
2.6524 0.000441237 0.0511539
2.6525 0.000441134 0.0511479
2.6526 0.000441032 0.0511419
2.6527 0.00044093 0.0511359
2.6528 0.000440828 0.0511299
2.6529 0.000440725 0.0511239
2.653 0.000440623 0.0511179
2.6531 0.000440521 0.0511119
2.6532 0.000440419 0.0511059
2.6533 0.000440317 0.0510999
2.6534 0.000440214 0.0510939
2.6535 0.000440112 0.0510879
2.6536 0.00044001 0.0510819
2.6537 0.000439908 0.0510759
2.6538 0.000439806 0.0510699
2.6539 0.000439704 0.051064
2.654 0.000439602 0.051058
2.6541 0.0004395 0.051052
2.6542 0.000439398 0.051046
2.6543 0.000439296 0.05104
2.6544 0.000439195 0.051034
2.6545 0.000439093 0.051028
2.6546 0.000438991 0.0510221
2.6547 0.000438889 0.0510161
2.6548 0.000438787 0.0510101
2.6549 0.000438685 0.0510041
2.655 0.000438584 0.0509981
2.6551 0.000438482 0.0509922
2.6552 0.00043838 0.0509862
2.6553 0.000438279 0.0509802
2.6554 0.000438177 0.0509742
2.6555 0.000438075 0.0509682
2.6556 0.000437974 0.0509623
2.6557 0.000437872 0.0509563
2.6558 0.000437771 0.0509503
2.6559 0.000437669 0.0509443
2.656 0.000437568 0.0509384
2.6561 0.000437466 0.0509324
2.6562 0.000437365 0.0509264
2.6563 0.000437263 0.0509204
2.6564 0.000437162 0.0509145
2.6565 0.00043706 0.0509085
2.6566 0.000436959 0.0509025
2.6567 0.000436858 0.0508966
2.6568 0.000436756 0.0508906
2.6569 0.000436655 0.0508846
2.657 0.000436554 0.0508787
2.6571 0.000436453 0.0508727
2.6572 0.000436351 0.0508667
2.6573 0.00043625 0.0508608
2.6574 0.000436149 0.0508548
2.6575 0.000436048 0.0508488
2.6576 0.000435947 0.0508429
2.6577 0.000435846 0.0508369
2.6578 0.000435745 0.050831
2.6579 0.000435643 0.050825
2.658 0.000435542 0.050819
2.6581 0.000435441 0.0508131
2.6582 0.00043534 0.0508071
2.6583 0.000435239 0.0508012
2.6584 0.000435139 0.0507952
2.6585 0.000435038 0.0507893
2.6586 0.000434937 0.0507833
2.6587 0.000434836 0.0507773
2.6588 0.000434735 0.0507714
2.6589 0.000434634 0.0507654
2.659 0.000434533 0.0507595
2.6591 0.000434433 0.0507535
2.6592 0.000434332 0.0507476
2.6593 0.000434231 0.0507416
2.6594 0.00043413 0.0507357
2.6595 0.00043403 0.0507297
2.6596 0.000433929 0.0507238
2.6597 0.000433828 0.0507178
2.6598 0.000433728 0.0507119
2.6599 0.000433627 0.0507059
2.66 0.000433527 0.0507
2.6601 0.000433426 0.050694
2.6602 0.000433326 0.0506881
2.6603 0.000433225 0.0506822
2.6604 0.000433125 0.0506762
2.6605 0.000433024 0.0506703
2.6606 0.000432924 0.0506643
2.6607 0.000432823 0.0506584
2.6608 0.000432723 0.0506525
2.6609 0.000432623 0.0506465
2.661 0.000432522 0.0506406
2.6611 0.000432422 0.0506346
2.6612 0.000432322 0.0506287
2.6613 0.000432221 0.0506228
2.6614 0.000432121 0.0506168
2.6615 0.000432021 0.0506109
2.6616 0.000431921 0.050605
2.6617 0.000431821 0.050599
2.6618 0.00043172 0.0505931
2.6619 0.00043162 0.0505872
2.662 0.00043152 0.0505812
2.6621 0.00043142 0.0505753
2.6622 0.00043132 0.0505694
2.6623 0.00043122 0.0505634
2.6624 0.00043112 0.0505575
2.6625 0.00043102 0.0505516
2.6626 0.00043092 0.0505456
2.6627 0.00043082 0.0505397
2.6628 0.00043072 0.0505338
2.6629 0.00043062 0.0505279
2.663 0.000430521 0.0505219
2.6631 0.000430421 0.050516
2.6632 0.000430321 0.0505101
2.6633 0.000430221 0.0505042
2.6634 0.000430121 0.0504983
2.6635 0.000430022 0.0504923
2.6636 0.000429922 0.0504864
2.6637 0.000429822 0.0504805
2.6638 0.000429722 0.0504746
2.6639 0.000429623 0.0504687
2.664 0.000429523 0.0504627
2.6641 0.000429424 0.0504568
2.6642 0.000429324 0.0504509
2.6643 0.000429224 0.050445
2.6644 0.000429125 0.0504391
2.6645 0.000429025 0.0504332
2.6646 0.000428926 0.0504272
2.6647 0.000428826 0.0504213
2.6648 0.000428727 0.0504154
2.6649 0.000428627 0.0504095
2.665 0.000428528 0.0504036
2.6651 0.000428429 0.0503977
2.6652 0.000428329 0.0503918
2.6653 0.00042823 0.0503859
2.6654 0.000428131 0.05038
2.6655 0.000428031 0.050374
2.6656 0.000427932 0.0503681
2.6657 0.000427833 0.0503622
2.6658 0.000427734 0.0503563
2.6659 0.000427634 0.0503504
2.666 0.000427535 0.0503445
2.6661 0.000427436 0.0503386
2.6662 0.000427337 0.0503327
2.6663 0.000427238 0.0503268
2.6664 0.000427139 0.0503209
2.6665 0.00042704 0.050315
2.6666 0.000426941 0.0503091
2.6667 0.000426842 0.0503032
2.6668 0.000426743 0.0502973
2.6669 0.000426644 0.0502914
2.667 0.000426545 0.0502855
2.6671 0.000426446 0.0502796
2.6672 0.000426347 0.0502737
2.6673 0.000426248 0.0502678
2.6674 0.000426149 0.0502619
2.6675 0.00042605 0.050256
2.6676 0.000425952 0.0502501
2.6677 0.000425853 0.0502443
2.6678 0.000425754 0.0502384
2.6679 0.000425655 0.0502325
2.668 0.000425557 0.0502266
2.6681 0.000425458 0.0502207
2.6682 0.000425359 0.0502148
2.6683 0.000425261 0.0502089
2.6684 0.000425162 0.050203
2.6685 0.000425063 0.0501971
2.6686 0.000424965 0.0501913
2.6687 0.000424866 0.0501854
2.6688 0.000424768 0.0501795
2.6689 0.000424669 0.0501736
2.669 0.000424571 0.0501677
2.6691 0.000424472 0.0501618
2.6692 0.000424374 0.050156
2.6693 0.000424275 0.0501501
2.6694 0.000424177 0.0501442
2.6695 0.000424079 0.0501383
2.6696 0.00042398 0.0501324
2.6697 0.000423882 0.0501266
2.6698 0.000423784 0.0501207
2.6699 0.000423685 0.0501148
2.67 0.000423587 0.0501089
2.6701 0.000423489 0.050103
2.6702 0.000423391 0.0500972
2.6703 0.000423293 0.0500913
2.6704 0.000423194 0.0500854
2.6705 0.000423096 0.0500795
2.6706 0.000422998 0.0500737
2.6707 0.0004229 0.0500678
2.6708 0.000422802 0.0500619
2.6709 0.000422704 0.0500561
2.671 0.000422606 0.0500502
2.6711 0.000422508 0.0500443
2.6712 0.00042241 0.0500385
2.6713 0.000422312 0.0500326
2.6714 0.000422214 0.0500267
2.6715 0.000422116 0.0500209
2.6716 0.000422018 0.050015
2.6717 0.00042192 0.0500091
2.6718 0.000421822 0.0500033
2.6719 0.000421725 0.0499974
2.672 0.000421627 0.0499915
2.6721 0.000421529 0.0499857
2.6722 0.000421431 0.0499798
2.6723 0.000421334 0.049974
2.6724 0.000421236 0.0499681
2.6725 0.000421138 0.0499622
2.6726 0.000421041 0.0499564
2.6727 0.000420943 0.0499505
2.6728 0.000420845 0.0499447
2.6729 0.000420748 0.0499388
2.673 0.00042065 0.0499329
2.6731 0.000420553 0.0499271
2.6732 0.000420455 0.0499212
2.6733 0.000420358 0.0499154
2.6734 0.00042026 0.0499095
2.6735 0.000420163 0.0499037
2.6736 0.000420065 0.0498978
2.6737 0.000419968 0.049892
2.6738 0.00041987 0.0498861
2.6739 0.000419773 0.0498803
2.674 0.000419676 0.0498744
2.6741 0.000419578 0.0498686
2.6742 0.000419481 0.0498627
2.6743 0.000419384 0.0498569
2.6744 0.000419286 0.049851
2.6745 0.000419189 0.0498452
2.6746 0.000419092 0.0498393
2.6747 0.000418995 0.0498335
2.6748 0.000418898 0.0498277
2.6749 0.000418801 0.0498218
2.675 0.000418703 0.049816
2.6751 0.000418606 0.0498101
2.6752 0.000418509 0.0498043
2.6753 0.000418412 0.0497984
2.6754 0.000418315 0.0497926
2.6755 0.000418218 0.0497868
2.6756 0.000418121 0.0497809
2.6757 0.000418024 0.0497751
2.6758 0.000417927 0.0497693
2.6759 0.00041783 0.0497634
2.676 0.000417733 0.0497576
2.6761 0.000417637 0.0497517
2.6762 0.00041754 0.0497459
2.6763 0.000417443 0.0497401
2.6764 0.000417346 0.0497342
2.6765 0.000417249 0.0497284
2.6766 0.000417153 0.0497226
2.6767 0.000417056 0.0497168
2.6768 0.000416959 0.0497109
2.6769 0.000416862 0.0497051
2.677 0.000416766 0.0496993
2.6771 0.000416669 0.0496934
2.6772 0.000416572 0.0496876
2.6773 0.000416476 0.0496818
2.6774 0.000416379 0.049676
2.6775 0.000416283 0.0496701
2.6776 0.000416186 0.0496643
2.6777 0.00041609 0.0496585
2.6778 0.000415993 0.0496527
2.6779 0.000415897 0.0496468
2.678 0.0004158 0.049641
2.6781 0.000415704 0.0496352
2.6782 0.000415607 0.0496294
2.6783 0.000415511 0.0496236
2.6784 0.000415415 0.0496177
2.6785 0.000415318 0.0496119
2.6786 0.000415222 0.0496061
2.6787 0.000415126 0.0496003
2.6788 0.000415029 0.0495945
2.6789 0.000414933 0.0495887
2.679 0.000414837 0.0495828
2.6791 0.000414741 0.049577
2.6792 0.000414645 0.0495712
2.6793 0.000414548 0.0495654
2.6794 0.000414452 0.0495596
2.6795 0.000414356 0.0495538
2.6796 0.00041426 0.049548
2.6797 0.000414164 0.0495422
2.6798 0.000414068 0.0495363
2.6799 0.000413972 0.0495305
2.68 0.000413876 0.0495247
2.6801 0.00041378 0.0495189
2.6802 0.000413684 0.0495131
2.6803 0.000413588 0.0495073
2.6804 0.000413492 0.0495015
2.6805 0.000413396 0.0494957
2.6806 0.0004133 0.0494899
2.6807 0.000413205 0.0494841
2.6808 0.000413109 0.0494783
2.6809 0.000413013 0.0494725
2.681 0.000412917 0.0494667
2.6811 0.000412821 0.0494609
2.6812 0.000412726 0.0494551
2.6813 0.00041263 0.0494493
2.6814 0.000412534 0.0494435
2.6815 0.000412439 0.0494377
2.6816 0.000412343 0.0494319
2.6817 0.000412247 0.0494261
2.6818 0.000412152 0.0494203
2.6819 0.000412056 0.0494145
2.682 0.000411961 0.0494087
2.6821 0.000411865 0.0494029
2.6822 0.00041177 0.0493971
2.6823 0.000411674 0.0493913
2.6824 0.000411579 0.0493855
2.6825 0.000411483 0.0493797
2.6826 0.000411388 0.049374
2.6827 0.000411292 0.0493682
2.6828 0.000411197 0.0493624
2.6829 0.000411102 0.0493566
2.683 0.000411006 0.0493508
2.6831 0.000410911 0.049345
2.6832 0.000410816 0.0493392
2.6833 0.000410721 0.0493334
2.6834 0.000410625 0.0493277
2.6835 0.00041053 0.0493219
2.6836 0.000410435 0.0493161
2.6837 0.00041034 0.0493103
2.6838 0.000410245 0.0493045
2.6839 0.000410149 0.0492987
2.684 0.000410054 0.049293
2.6841 0.000409959 0.0492872
2.6842 0.000409864 0.0492814
2.6843 0.000409769 0.0492756
2.6844 0.000409674 0.0492698
2.6845 0.000409579 0.0492641
2.6846 0.000409484 0.0492583
2.6847 0.000409389 0.0492525
2.6848 0.000409294 0.0492467
2.6849 0.000409199 0.049241
2.685 0.000409104 0.0492352
2.6851 0.00040901 0.0492294
2.6852 0.000408915 0.0492236
2.6853 0.00040882 0.0492179
2.6854 0.000408725 0.0492121
2.6855 0.00040863 0.0492063
2.6856 0.000408536 0.0492005
2.6857 0.000408441 0.0491948
2.6858 0.000408346 0.049189
2.6859 0.000408251 0.0491832
2.686 0.000408157 0.0491775
2.6861 0.000408062 0.0491717
2.6862 0.000407967 0.0491659
2.6863 0.000407873 0.0491602
2.6864 0.000407778 0.0491544
2.6865 0.000407684 0.0491486
2.6866 0.000407589 0.0491429
2.6867 0.000407495 0.0491371
2.6868 0.0004074 0.0491314
2.6869 0.000407306 0.0491256
2.687 0.000407211 0.0491198
2.6871 0.000407117 0.0491141
2.6872 0.000407022 0.0491083
2.6873 0.000406928 0.0491026
2.6874 0.000406834 0.0490968
2.6875 0.000406739 0.049091
2.6876 0.000406645 0.0490853
2.6877 0.000406551 0.0490795
2.6878 0.000406456 0.0490738
2.6879 0.000406362 0.049068
2.688 0.000406268 0.0490623
2.6881 0.000406174 0.0490565
2.6882 0.00040608 0.0490508
2.6883 0.000405985 0.049045
2.6884 0.000405891 0.0490393
2.6885 0.000405797 0.0490335
2.6886 0.000405703 0.0490278
2.6887 0.000405609 0.049022
2.6888 0.000405515 0.0490163
2.6889 0.000405421 0.0490105
2.689 0.000405327 0.0490048
2.6891 0.000405233 0.048999
2.6892 0.000405139 0.0489933
2.6893 0.000405045 0.0489875
2.6894 0.000404951 0.0489818
2.6895 0.000404857 0.048976
2.6896 0.000404763 0.0489703
2.6897 0.000404669 0.0489646
2.6898 0.000404576 0.0489588
2.6899 0.000404482 0.0489531
2.69 0.000404388 0.0489473
2.6901 0.000404294 0.0489416
2.6902 0.0004042 0.0489358
2.6903 0.000404107 0.0489301
2.6904 0.000404013 0.0489244
2.6905 0.000403919 0.0489186
2.6906 0.000403826 0.0489129
2.6907 0.000403732 0.0489072
2.6908 0.000403638 0.0489014
2.6909 0.000403545 0.0488957
2.691 0.000403451 0.04889
2.6911 0.000403358 0.0488842
2.6912 0.000403264 0.0488785
2.6913 0.000403171 0.0488728
2.6914 0.000403077 0.048867
2.6915 0.000402984 0.0488613
2.6916 0.00040289 0.0488556
2.6917 0.000402797 0.0488498
2.6918 0.000402703 0.0488441
2.6919 0.00040261 0.0488384
2.692 0.000402517 0.0488327
2.6921 0.000402423 0.0488269
2.6922 0.00040233 0.0488212
2.6923 0.000402237 0.0488155
2.6924 0.000402143 0.0488098
2.6925 0.00040205 0.048804
2.6926 0.000401957 0.0487983
2.6927 0.000401864 0.0487926
2.6928 0.000401771 0.0487869
2.6929 0.000401677 0.0487811
2.693 0.000401584 0.0487754
2.6931 0.000401491 0.0487697
2.6932 0.000401398 0.048764
2.6933 0.000401305 0.0487583
2.6934 0.000401212 0.0487525
2.6935 0.000401119 0.0487468
2.6936 0.000401026 0.0487411
2.6937 0.000400933 0.0487354
2.6938 0.00040084 0.0487297
2.6939 0.000400747 0.048724
2.694 0.000400654 0.0487183
2.6941 0.000400561 0.0487125
2.6942 0.000400468 0.0487068
2.6943 0.000400375 0.0487011
2.6944 0.000400282 0.0486954
2.6945 0.00040019 0.0486897
2.6946 0.000400097 0.048684
2.6947 0.000400004 0.0486783
2.6948 0.000399911 0.0486726
2.6949 0.000399819 0.0486669
2.695 0.000399726 0.0486612
2.6951 0.000399633 0.0486554
2.6952 0.000399541 0.0486497
2.6953 0.000399448 0.048644
2.6954 0.000399355 0.0486383
2.6955 0.000399263 0.0486326
2.6956 0.00039917 0.0486269
2.6957 0.000399078 0.0486212
2.6958 0.000398985 0.0486155
2.6959 0.000398892 0.0486098
2.696 0.0003988 0.0486041
2.6961 0.000398708 0.0485985
2.6962 0.000398615 0.0485928
2.6963 0.000398523 0.0485872
2.6964 0.00039843 0.0485816
2.6965 0.000398338 0.048576
2.6966 0.000398245 0.0485704
2.6967 0.000398153 0.0485648
2.6968 0.000398061 0.0485591
2.6969 0.000397968 0.0485535
2.697 0.000397876 0.0485479
2.6971 0.000397784 0.0485423
2.6972 0.000397692 0.0485367
2.6973 0.000397599 0.0485311
2.6974 0.000397507 0.0485255
2.6975 0.000397415 0.0485198
2.6976 0.000397323 0.0485142
2.6977 0.000397231 0.0485086
2.6978 0.000397139 0.048503
2.6979 0.000397047 0.0484974
2.698 0.000396955 0.0484918
2.6981 0.000396863 0.0484862
2.6982 0.000396771 0.0484806
2.6983 0.000396679 0.048475
2.6984 0.000396587 0.0484694
2.6985 0.000396495 0.0484638
2.6986 0.000396403 0.0484582
2.6987 0.000396311 0.0484525
2.6988 0.000396219 0.0484469
2.6989 0.000396127 0.0484413
2.699 0.000396035 0.0484357
2.6991 0.000395943 0.0484301
2.6992 0.000395851 0.0484245
2.6993 0.00039576 0.0484189
2.6994 0.000395668 0.0484133
2.6995 0.000395576 0.0484077
2.6996 0.000395484 0.0484021
2.6997 0.000395393 0.0483965
2.6998 0.000395301 0.0483909
2.6999 0.000395209 0.0483853
2.7 0.000395118 0.0483798
2.7001 0.000395026 0.0483742
2.7002 0.000394935 0.0483686
2.7003 0.000394843 0.048363
2.7004 0.000394751 0.0483574
2.7005 0.00039466 0.0483518
2.7006 0.000394568 0.0483462
2.7007 0.000394477 0.0483406
2.7008 0.000394385 0.048335
2.7009 0.000394294 0.0483294
2.701 0.000394203 0.0483238
2.7011 0.000394111 0.0483182
2.7012 0.00039402 0.0483127
2.7013 0.000393928 0.0483071
2.7014 0.000393837 0.0483015
2.7015 0.000393746 0.0482959
2.7016 0.000393654 0.0482903
2.7017 0.000393563 0.0482847
2.7018 0.000393472 0.0482791
2.7019 0.000393381 0.0482736
2.702 0.000393289 0.048268
2.7021 0.000393198 0.0482624
2.7022 0.000393107 0.0482568
2.7023 0.000393016 0.0482512
2.7024 0.000392925 0.0482456
2.7025 0.000392834 0.0482401
2.7026 0.000392743 0.0482345
2.7027 0.000392652 0.0482289
2.7028 0.00039256 0.0482233
2.7029 0.000392469 0.0482177
2.703 0.000392378 0.0482122
2.7031 0.000392287 0.0482066
2.7032 0.000392196 0.048201
2.7033 0.000392106 0.0481954
2.7034 0.000392015 0.0481899
2.7035 0.000391924 0.0481843
2.7036 0.000391833 0.0481787
2.7037 0.000391742 0.0481732
2.7038 0.000391651 0.0481676
2.7039 0.00039156 0.048162
2.704 0.00039147 0.0481564
2.7041 0.000391379 0.0481509
2.7042 0.000391288 0.0481453
2.7043 0.000391197 0.0481397
2.7044 0.000391107 0.0481342
2.7045 0.000391016 0.0481286
2.7046 0.000390925 0.048123
2.7047 0.000390835 0.0481175
2.7048 0.000390744 0.0481119
2.7049 0.000390653 0.0481063
2.705 0.000390563 0.0481008
2.7051 0.000390472 0.0480952
2.7052 0.000390382 0.0480896
2.7053 0.000390291 0.0480841
2.7054 0.000390201 0.0480785
2.7055 0.00039011 0.048073
2.7056 0.00039002 0.0480674
2.7057 0.000389929 0.0480618
2.7058 0.000389839 0.0480563
2.7059 0.000389749 0.0480507
2.706 0.000389658 0.0480452
2.7061 0.000389568 0.0480396
2.7062 0.000389477 0.0480341
2.7063 0.000389387 0.0480285
2.7064 0.000389297 0.0480229
2.7065 0.000389207 0.0480174
2.7066 0.000389116 0.0480118
2.7067 0.000389026 0.0480063
2.7068 0.000388936 0.0480007
2.7069 0.000388846 0.0479952
2.707 0.000388756 0.0479896
2.7071 0.000388665 0.0479841
2.7072 0.000388575 0.0479785
2.7073 0.000388485 0.047973
2.7074 0.000388395 0.0479674
2.7075 0.000388305 0.0479619
2.7076 0.000388215 0.0479563
2.7077 0.000388125 0.0479508
2.7078 0.000388035 0.0479452
2.7079 0.000387945 0.0479397
2.708 0.000387855 0.0479342
2.7081 0.000387765 0.0479286
2.7082 0.000387675 0.0479231
2.7083 0.000387585 0.0479175
2.7084 0.000387496 0.047912
2.7085 0.000387406 0.0479064
2.7086 0.000387316 0.0479009
2.7087 0.000387226 0.0478954
2.7088 0.000387136 0.0478898
2.7089 0.000387047 0.0478843
2.709 0.000386957 0.0478787
2.7091 0.000386867 0.0478732
2.7092 0.000386777 0.0478677
2.7093 0.000386688 0.0478621
2.7094 0.000386598 0.0478566
2.7095 0.000386508 0.0478511
2.7096 0.000386419 0.0478455
2.7097 0.000386329 0.04784
2.7098 0.00038624 0.0478345
2.7099 0.00038615 0.0478289
2.71 0.00038606 0.0478234
2.7101 0.000385971 0.0478179
2.7102 0.000385881 0.0478123
2.7103 0.000385792 0.0478068
2.7104 0.000385703 0.0478013
2.7105 0.000385613 0.0477957
2.7106 0.000385524 0.0477902
2.7107 0.000385434 0.0477847
2.7108 0.000385345 0.0477792
2.7109 0.000385256 0.0477736
2.711 0.000385166 0.0477681
2.7111 0.000385077 0.0477626
2.7112 0.000384988 0.0477571
2.7113 0.000384898 0.0477515
2.7114 0.000384809 0.047746
2.7115 0.00038472 0.0477405
2.7116 0.000384631 0.047735
2.7117 0.000384542 0.0477294
2.7118 0.000384452 0.0477239
2.7119 0.000384363 0.0477184
2.712 0.000384274 0.0477129
2.7121 0.000384185 0.0477074
2.7122 0.000384096 0.0477018
2.7123 0.000384007 0.0476963
2.7124 0.000383918 0.0476908
2.7125 0.000383829 0.0476853
2.7126 0.00038374 0.0476798
2.7127 0.000383651 0.0476743
2.7128 0.000383562 0.0476687
2.7129 0.000383473 0.0476632
2.713 0.000383384 0.0476577
2.7131 0.000383295 0.0476522
2.7132 0.000383206 0.0476467
2.7133 0.000383117 0.0476412
2.7134 0.000383029 0.0476357
2.7135 0.00038294 0.0476302
2.7136 0.000382851 0.0476247
2.7137 0.000382762 0.0476191
2.7138 0.000382674 0.0476136
2.7139 0.000382585 0.0476081
2.714 0.000382496 0.0476026
2.7141 0.000382407 0.0475971
2.7142 0.000382319 0.0475916
2.7143 0.00038223 0.0475861
