t kinetic_energy max_velocity
1.2897 0.0105957 0.248208
1.2898 0.0105932 0.24818
1.2899 0.0105907 0.248152
1.29 0.0105882 0.248124
1.2901 0.0105857 0.248096
1.2902 0.0105832 0.248068
1.2903 0.0105807 0.248039
1.2904 0.0105782 0.248011
1.2905 0.0105757 0.247983
1.2906 0.0105732 0.247955
1.2907 0.0105708 0.247927
1.2908 0.0105683 0.247899
1.2909 0.0105658 0.247871
1.291 0.0105633 0.247843
1.2911 0.0105608 0.247815
1.2912 0.0105583 0.247787
1.2913 0.0105559 0.247759
1.2914 0.0105534 0.247731
1.2915 0.0105509 0.247703
1.2916 0.0105484 0.247676
1.2917 0.0105459 0.247648
1.2918 0.0105435 0.24762
1.2919 0.010541 0.247592
1.292 0.0105385 0.247564
1.2921 0.010536 0.247536
1.2922 0.0105335 0.247508
1.2923 0.0105311 0.24748
1.2924 0.0105286 0.247452
1.2925 0.0105261 0.247424
1.2926 0.0105236 0.247396
1.2927 0.0105212 0.247368
1.2928 0.0105187 0.24734
1.2929 0.0105162 0.247312
1.293 0.0105137 0.247284
1.2931 0.0105113 0.247256
1.2932 0.0105088 0.247228
1.2933 0.0105063 0.2472
1.2934 0.0105039 0.247172
1.2935 0.0105014 0.247144
1.2936 0.0104989 0.247117
1.2937 0.0104964 0.247089
1.2938 0.010494 0.247061
1.2939 0.0104915 0.247033
1.294 0.010489 0.247005
1.2941 0.0104866 0.246977
1.2942 0.0104841 0.246949
1.2943 0.0104816 0.246921
1.2944 0.0104792 0.246893
1.2945 0.0104767 0.246865
1.2946 0.0104743 0.246837
1.2947 0.0104718 0.24681
1.2948 0.0104693 0.246782
1.2949 0.0104669 0.246754
1.295 0.0104644 0.246726
1.2951 0.0104619 0.246698
1.2952 0.0104595 0.24667
1.2953 0.010457 0.246642
1.2954 0.0104546 0.246614
1.2955 0.0104521 0.246587
1.2956 0.0104496 0.246559
1.2957 0.0104472 0.246531
1.2958 0.0104447 0.246503
1.2959 0.0104423 0.246475
1.296 0.0104398 0.246447
1.2961 0.0104374 0.246419
1.2962 0.0104349 0.246392
1.2963 0.0104325 0.246364
1.2964 0.01043 0.246336
1.2965 0.0104276 0.246308
1.2966 0.0104251 0.24628
1.2967 0.0104227 0.246252
1.2968 0.0104202 0.246225
1.2969 0.0104178 0.246197
1.297 0.0104153 0.246169
1.2971 0.0104129 0.246141
1.2972 0.0104104 0.246113
1.2973 0.010408 0.246085
1.2974 0.0104055 0.246058
1.2975 0.0104031 0.24603
1.2976 0.0104006 0.246002
1.2977 0.0103982 0.245974
1.2978 0.0103957 0.245946
1.2979 0.0103933 0.245919
1.298 0.0103908 0.245891
1.2981 0.0103884 0.245863
1.2982 0.010386 0.245835
1.2983 0.0103835 0.245808
1.2984 0.0103811 0.24578
1.2985 0.0103786 0.245752
1.2986 0.0103762 0.245724
1.2987 0.0103737 0.245696
1.2988 0.0103713 0.245669
1.2989 0.0103689 0.245641
1.299 0.0103664 0.245613
1.2991 0.010364 0.245585
1.2992 0.0103616 0.245558
1.2993 0.0103591 0.24553
1.2994 0.0103567 0.245502
1.2995 0.0103543 0.245474
1.2996 0.0103518 0.245447
1.2997 0.0103494 0.245419
1.2998 0.0103469 0.245391
1.2999 0.0103445 0.245363
1.3 0.0103421 0.245336
1.3001 0.0103397 0.245308
1.3002 0.0103372 0.24528
1.3003 0.0103348 0.245252
1.3004 0.0103324 0.245225
1.3005 0.0103299 0.245197
1.3006 0.0103275 0.245169
1.3007 0.0103251 0.245142
1.3008 0.0103226 0.245114
1.3009 0.0103202 0.245086
1.301 0.0103178 0.245058
1.3011 0.0103154 0.245031
1.3012 0.0103129 0.245003
1.3013 0.0103105 0.244975
1.3014 0.0103081 0.244948
1.3015 0.0103057 0.24492
1.3016 0.0103032 0.244892
1.3017 0.0103008 0.244865
1.3018 0.0102984 0.244837
1.3019 0.010296 0.244809
1.302 0.0102936 0.244782
1.3021 0.0102911 0.244754
1.3022 0.0102887 0.244726
1.3023 0.0102863 0.244699
1.3024 0.0102839 0.244671
1.3025 0.0102815 0.244643
1.3026 0.010279 0.244616
1.3027 0.0102766 0.244588
1.3028 0.0102742 0.24456
1.3029 0.0102718 0.244533
1.303 0.0102694 0.244505
1.3031 0.010267 0.244477
1.3032 0.0102646 0.24445
1.3033 0.0102621 0.244422
1.3034 0.0102597 0.244395
1.3035 0.0102573 0.244367
1.3036 0.0102549 0.244339
1.3037 0.0102525 0.244312
1.3038 0.0102501 0.244284
1.3039 0.0102477 0.244256
1.304 0.0102453 0.244229
1.3041 0.0102429 0.244201
1.3042 0.0102404 0.244174
1.3043 0.010238 0.244146
1.3044 0.0102356 0.244118
1.3045 0.0102332 0.244091
1.3046 0.0102308 0.244063
1.3047 0.0102284 0.244036
1.3048 0.010226 0.244008
1.3049 0.0102236 0.24398
1.305 0.0102212 0.243953
1.3051 0.0102188 0.243925
1.3052 0.0102164 0.243898
1.3053 0.010214 0.24387
1.3054 0.0102116 0.243842
1.3055 0.0102092 0.243815
1.3056 0.0102068 0.243787
1.3057 0.0102044 0.24376
1.3058 0.010202 0.243732
1.3059 0.0101996 0.243705
1.306 0.0101972 0.243677
1.3061 0.0101948 0.24365
1.3062 0.0101924 0.243622
1.3063 0.01019 0.243594
1.3064 0.0101876 0.243567
1.3065 0.0101852 0.243539
1.3066 0.0101828 0.243512
1.3067 0.0101804 0.243484
1.3068 0.010178 0.243457
1.3069 0.0101756 0.243429
1.307 0.0101733 0.243402
1.3071 0.0101709 0.243374
1.3072 0.0101685 0.243347
1.3073 0.0101661 0.243319
1.3074 0.0101637 0.243292
1.3075 0.0101613 0.243264
1.3076 0.0101589 0.243237
1.3077 0.0101565 0.243209
1.3078 0.0101541 0.243182
1.3079 0.0101517 0.243154
1.308 0.0101494 0.243127
1.3081 0.010147 0.243099
1.3082 0.0101446 0.243072
1.3083 0.0101422 0.243044
1.3084 0.0101398 0.243017
1.3085 0.0101374 0.242989
1.3086 0.0101351 0.242962
1.3087 0.0101327 0.242934
1.3088 0.0101303 0.242907
1.3089 0.0101279 0.242879
1.309 0.0101255 0.242852
1.3091 0.0101231 0.242824
1.3092 0.0101208 0.242797
1.3093 0.0101184 0.242769
1.3094 0.010116 0.242742
1.3095 0.0101136 0.242714
1.3096 0.0101113 0.242687
1.3097 0.0101089 0.24266
1.3098 0.0101065 0.242632
1.3099 0.0101041 0.242605
1.31 0.0101017 0.242577
1.3101 0.0100994 0.24255
1.3102 0.010097 0.242522
1.3103 0.0100946 0.242495
1.3104 0.0100922 0.242468
1.3105 0.0100899 0.24244
1.3106 0.0100875 0.242413
1.3107 0.0100851 0.242385
1.3108 0.0100828 0.242358
1.3109 0.0100804 0.24233
1.311 0.010078 0.242303
1.3111 0.0100757 0.242276
1.3112 0.0100733 0.242248
1.3113 0.0100709 0.242221
1.3114 0.0100685 0.242193
1.3115 0.0100662 0.242166
1.3116 0.0100638 0.242139
1.3117 0.0100615 0.242111
1.3118 0.0100591 0.242084
1.3119 0.0100567 0.242056
1.312 0.0100544 0.242029
1.3121 0.010052 0.242002
1.3122 0.0100496 0.241974
1.3123 0.0100473 0.241947
1.3124 0.0100449 0.24192
1.3125 0.0100425 0.241892
1.3126 0.0100402 0.241865
1.3127 0.0100378 0.241838
1.3128 0.0100355 0.24181
1.3129 0.0100331 0.241783
1.313 0.0100307 0.241755
1.3131 0.0100284 0.241728
1.3132 0.010026 0.241701
1.3133 0.0100237 0.241673
1.3134 0.0100213 0.241646
1.3135 0.010019 0.241619
1.3136 0.0100166 0.241591
1.3137 0.0100143 0.241564
1.3138 0.0100119 0.241537
1.3139 0.0100095 0.241509
1.314 0.0100072 0.241482
1.3141 0.0100048 0.241455
1.3142 0.0100025 0.241427
1.3143 0.0100001 0.2414
1.3144 0.00999779 0.241373
1.3145 0.00999544 0.241346
1.3146 0.00999309 0.241318
1.3147 0.00999074 0.241291
1.3148 0.00998839 0.241264
1.3149 0.00998604 0.241236
1.315 0.00998369 0.241209
1.3151 0.00998135 0.241182
1.3152 0.009979 0.241154
1.3153 0.00997665 0.241127
1.3154 0.00997431 0.2411
1.3155 0.00997196 0.241073
1.3156 0.00996962 0.241045
1.3157 0.00996728 0.241018
1.3158 0.00996493 0.240991
1.3159 0.00996259 0.240964
1.316 0.00996025 0.240936
1.3161 0.00995791 0.240909
1.3162 0.00995557 0.240882
1.3163 0.00995323 0.240854
1.3164 0.00995089 0.240827
1.3165 0.00994855 0.2408
1.3166 0.00994621 0.240773
1.3167 0.00994387 0.240745
1.3168 0.00994154 0.240718
1.3169 0.0099392 0.240691
1.317 0.00993686 0.240664
1.3171 0.00993453 0.240637
1.3172 0.00993219 0.240609
1.3173 0.00992986 0.240582
1.3174 0.00992752 0.240555
1.3175 0.00992519 0.240528
1.3176 0.00992286 0.2405
1.3177 0.00992052 0.240473
1.3178 0.00991819 0.240446
1.3179 0.00991586 0.240419
1.318 0.00991353 0.240392
1.3181 0.0099112 0.240364
1.3182 0.00990887 0.240337
1.3183 0.00990654 0.24031
1.3184 0.00990421 0.240283
1.3185 0.00990188 0.240256
1.3186 0.00989956 0.240228
1.3187 0.00989723 0.240201
1.3188 0.0098949 0.240174
1.3189 0.00989258 0.240147
1.319 0.00989025 0.24012
1.3191 0.00988793 0.240093
1.3192 0.0098856 0.240065
1.3193 0.00988328 0.240038
1.3194 0.00988096 0.240011
1.3195 0.00987863 0.239984
1.3196 0.00987631 0.239957
1.3197 0.00987399 0.23993
1.3198 0.00987167 0.239902
1.3199 0.00986935 0.239875
1.32 0.00986703 0.239848
1.3201 0.00986471 0.239821
1.3202 0.00986239 0.239794
1.3203 0.00986007 0.239767
1.3204 0.00985776 0.23974
1.3205 0.00985544 0.239712
1.3206 0.00985312 0.239685
1.3207 0.00985081 0.239658
1.3208 0.00984849 0.239631
1.3209 0.00984618 0.239604
1.321 0.00984386 0.239577
1.3211 0.00984155 0.23955
1.3212 0.00983924 0.239523
1.3213 0.00983692 0.239495
1.3214 0.00983461 0.239468
1.3215 0.0098323 0.239441
1.3216 0.00982999 0.239414
1.3217 0.00982768 0.239387
1.3218 0.00982537 0.23936
1.3219 0.00982306 0.239333
1.322 0.00982075 0.239306
1.3221 0.00981844 0.239279
1.3222 0.00981613 0.239252
1.3223 0.00981383 0.239224
1.3224 0.00981152 0.239197
1.3225 0.00980921 0.23917
1.3226 0.00980691 0.239143
1.3227 0.0098046 0.239116
1.3228 0.0098023 0.239089
1.3229 0.0098 0.239062
1.323 0.00979769 0.239035
1.3231 0.00979539 0.239008
1.3232 0.00979309 0.238981
1.3233 0.00979078 0.238954
1.3234 0.00978848 0.238927
1.3235 0.00978618 0.2389
1.3236 0.00978388 0.238873
1.3237 0.00978158 0.238846
1.3238 0.00977928 0.238819
1.3239 0.00977699 0.238792
1.324 0.00977469 0.238765
1.3241 0.00977239 0.238738
1.3242 0.00977009 0.23871
1.3243 0.0097678 0.238683
1.3244 0.0097655 0.238656
1.3245 0.00976321 0.238629
1.3246 0.00976091 0.238602
1.3247 0.00975862 0.238575
1.3248 0.00975632 0.238548
1.3249 0.00975403 0.238521
1.325 0.00975174 0.238494
1.3251 0.00974945 0.238467
1.3252 0.00974716 0.23844
1.3253 0.00974486 0.238413
1.3254 0.00974257 0.238386
1.3255 0.00974028 0.238359
1.3256 0.009738 0.238332
1.3257 0.00973571 0.238305
1.3258 0.00973342 0.238278
1.3259 0.00973113 0.238251
1.326 0.00972884 0.238224
1.3261 0.00972656 0.238198
1.3262 0.00972427 0.238171
1.3263 0.00972199 0.238144
1.3264 0.0097197 0.238117
1.3265 0.00971742 0.23809
1.3266 0.00971513 0.238063
1.3267 0.00971285 0.238036
1.3268 0.00971057 0.238009
1.3269 0.00970828 0.237982
1.327 0.009706 0.237955
1.3271 0.00970372 0.237928
1.3272 0.00970144 0.237901
1.3273 0.00969916 0.237874
1.3274 0.00969688 0.237847
1.3275 0.0096946 0.23782
1.3276 0.00969232 0.237793
1.3277 0.00969005 0.237766
1.3278 0.00968777 0.237739
1.3279 0.00968549 0.237713
1.328 0.00968322 0.237686
1.3281 0.00968094 0.237659
1.3282 0.00967867 0.237632
1.3283 0.00967639 0.237605
1.3284 0.00967412 0.237578
1.3285 0.00967184 0.237551
1.3286 0.00966957 0.237524
1.3287 0.0096673 0.237497
1.3288 0.00966503 0.23747
1.3289 0.00966275 0.237443
1.329 0.00966048 0.237417
1.3291 0.00965821 0.23739
1.3292 0.00965594 0.237363
1.3293 0.00965367 0.237336
1.3294 0.00965141 0.237309
1.3295 0.00964914 0.237282
1.3296 0.00964687 0.237255
1.3297 0.0096446 0.237228
1.3298 0.00964234 0.237202
1.3299 0.00964007 0.237175
1.33 0.0096378 0.237148
1.3301 0.00963554 0.237121
1.3302 0.00963327 0.237094
1.3303 0.00963101 0.237067
1.3304 0.00962875 0.23704
1.3305 0.00962648 0.237014
1.3306 0.00962422 0.236987
1.3307 0.00962196 0.23696
1.3308 0.0096197 0.236933
1.3309 0.00961744 0.236906
1.331 0.00961518 0.236879
1.3311 0.00961292 0.236853
1.3312 0.00961066 0.236826
1.3313 0.0096084 0.236799
1.3314 0.00960614 0.236772
1.3315 0.00960389 0.236745
1.3316 0.00960163 0.236719
1.3317 0.00959937 0.236692
1.3318 0.00959712 0.236665
1.3319 0.00959486 0.236638
1.332 0.00959261 0.236611
1.3321 0.00959035 0.236584
1.3322 0.0095881 0.236558
1.3323 0.00958585 0.236531
1.3324 0.00958359 0.236504
1.3325 0.00958134 0.236477
1.3326 0.00957909 0.236451
1.3327 0.00957684 0.236424
1.3328 0.00957459 0.236397
1.3329 0.00957234 0.23637
1.333 0.00957009 0.236343
1.3331 0.00956784 0.236317
1.3332 0.00956559 0.23629
1.3333 0.00956334 0.236263
1.3334 0.00956109 0.236236
1.3335 0.00955885 0.23621
1.3336 0.0095566 0.236183
1.3337 0.00955436 0.236156
1.3338 0.00955211 0.236129
1.3339 0.00954987 0.236103
1.334 0.00954762 0.236076
1.3341 0.00954538 0.236049
1.3342 0.00954314 0.236022
1.3343 0.00954089 0.235996
1.3344 0.00953865 0.235969
1.3345 0.00953641 0.235942
1.3346 0.00953417 0.235915
1.3347 0.00953193 0.235889
1.3348 0.00952969 0.235862
1.3349 0.00952745 0.235835
1.335 0.00952521 0.235809
1.3351 0.00952297 0.235782
1.3352 0.00952073 0.235755
1.3353 0.0095185 0.235728
1.3354 0.00951626 0.235702
1.3355 0.00951402 0.235675
1.3356 0.00951179 0.235648
1.3357 0.00950955 0.235622
1.3358 0.00950732 0.235595
1.3359 0.00950508 0.235568
1.336 0.00950285 0.235542
1.3361 0.00950062 0.235515
1.3362 0.00949838 0.235488
1.3363 0.00949615 0.235462
1.3364 0.00949392 0.235435
1.3365 0.00949169 0.235408
1.3366 0.00948946 0.235381
1.3367 0.00948723 0.235355
1.3368 0.009485 0.235328
1.3369 0.00948277 0.235301
1.337 0.00948054 0.235275
1.3371 0.00947832 0.235248
1.3372 0.00947609 0.235222
1.3373 0.00947386 0.235195
1.3374 0.00947164 0.235168
1.3375 0.00946941 0.235142
1.3376 0.00946718 0.235115
1.3377 0.00946496 0.235088
1.3378 0.00946274 0.235062
1.3379 0.00946051 0.235035
1.338 0.00945829 0.235008
1.3381 0.00945607 0.234982
1.3382 0.00945384 0.234955
1.3383 0.00945162 0.234929
1.3384 0.0094494 0.234902
1.3385 0.00944718 0.234875
1.3386 0.00944496 0.234849
1.3387 0.00944274 0.234822
1.3388 0.00944052 0.234795
1.3389 0.00943831 0.234769
1.339 0.00943609 0.234742
1.3391 0.00943387 0.234716
1.3392 0.00943165 0.234689
1.3393 0.00942944 0.234662
1.3394 0.00942722 0.234636
1.3395 0.00942501 0.234609
1.3396 0.00942279 0.234583
1.3397 0.00942058 0.234556
1.3398 0.00941836 0.23453
1.3399 0.00941615 0.234503
1.34 0.00941394 0.234476
1.3401 0.00941173 0.23445
1.3402 0.00940952 0.234423
1.3403 0.0094073 0.234397
1.3404 0.00940509 0.23437
1.3405 0.00940288 0.234344
1.3406 0.00940067 0.234317
1.3407 0.00939847 0.23429
1.3408 0.00939626 0.234264
1.3409 0.00939405 0.234237
1.341 0.00939184 0.234211
1.3411 0.00938964 0.234184
1.3412 0.00938743 0.234158
1.3413 0.00938522 0.234131
1.3414 0.00938302 0.234105
1.3415 0.00938081 0.234078
1.3416 0.00937861 0.234052
1.3417 0.00937641 0.234025
1.3418 0.0093742 0.233999
1.3419 0.009372 0.233972
1.342 0.0093698 0.233946
1.3421 0.0093676 0.233919
1.3422 0.00936539 0.233892
1.3423 0.00936319 0.233866
1.3424 0.00936099 0.233839
1.3425 0.00935879 0.233813
1.3426 0.0093566 0.233786
1.3427 0.0093544 0.23376
1.3428 0.0093522 0.233733
1.3429 0.00935 0.233707
1.343 0.00934781 0.233681
1.3431 0.00934561 0.233654
1.3432 0.00934341 0.233628
1.3433 0.00934122 0.233601
1.3434 0.00933902 0.233575
1.3435 0.00933683 0.233548
1.3436 0.00933463 0.233522
1.3437 0.00933244 0.233495
1.3438 0.00933025 0.233469
1.3439 0.00932806 0.233442
1.344 0.00932586 0.233416
1.3441 0.00932367 0.233389
1.3442 0.00932148 0.233363
1.3443 0.00931929 0.233336
1.3444 0.0093171 0.23331
1.3445 0.00931491 0.233284
1.3446 0.00931273 0.233257
1.3447 0.00931054 0.233231
1.3448 0.00930835 0.233204
1.3449 0.00930616 0.233178
1.345 0.00930398 0.233151
1.3451 0.00930179 0.233125
1.3452 0.0092996 0.233098
1.3453 0.00929742 0.233072
1.3454 0.00929524 0.233046
1.3455 0.00929305 0.233019
1.3456 0.00929087 0.232993
1.3457 0.00928869 0.232966
1.3458 0.0092865 0.23294
1.3459 0.00928432 0.232914
1.346 0.00928214 0.232887
1.3461 0.00927996 0.232861
1.3462 0.00927778 0.232834
1.3463 0.0092756 0.232808
1.3464 0.00927342 0.232782
1.3465 0.00927124 0.232755
1.3466 0.00926906 0.232729
1.3467 0.00926688 0.232702
1.3468 0.00926471 0.232676
1.3469 0.00926253 0.23265
1.347 0.00926035 0.232623
1.3471 0.00925818 0.232597
1.3472 0.009256 0.232571
1.3473 0.00925383 0.232544
1.3474 0.00925165 0.232518
1.3475 0.00924948 0.232491
1.3476 0.00924731 0.232465
1.3477 0.00924514 0.232439
1.3478 0.00924296 0.232412
1.3479 0.00924079 0.232386
1.348 0.00923862 0.23236
1.3481 0.00923645 0.232333
1.3482 0.00923428 0.232307
1.3483 0.00923211 0.232281
1.3484 0.00922994 0.232254
1.3485 0.00922777 0.232228
1.3486 0.0092256 0.232202
1.3487 0.00922344 0.232175
1.3488 0.00922127 0.232149
1.3489 0.0092191 0.232123
1.349 0.00921694 0.232096
1.3491 0.00921477 0.23207
1.3492 0.00921261 0.232044
1.3493 0.00921044 0.232017
1.3494 0.00920828 0.231991
1.3495 0.00920612 0.231965
1.3496 0.00920395 0.231939
1.3497 0.00920179 0.231912
1.3498 0.00919963 0.231886
1.3499 0.00919747 0.23186
1.35 0.00919531 0.231833
1.3501 0.00919315 0.231807
1.3502 0.00919099 0.231781
1.3503 0.00918883 0.231754
1.3504 0.00918667 0.231728
1.3505 0.00918451 0.231702
1.3506 0.00918235 0.231676
1.3507 0.0091802 0.231649
1.3508 0.00917804 0.231623
1.3509 0.00917588 0.231597
1.351 0.00917373 0.231571
1.3511 0.00917157 0.231544
1.3512 0.00916942 0.231518
1.3513 0.00916726 0.231492
1.3514 0.00916511 0.231466
1.3515 0.00916296 0.231439
1.3516 0.0091608 0.231413
1.3517 0.00915865 0.231387
1.3518 0.0091565 0.231361
1.3519 0.00915435 0.231334
1.352 0.0091522 0.231308
1.3521 0.00915005 0.231282
1.3522 0.0091479 0.231256
1.3523 0.00914575 0.231229
1.3524 0.0091436 0.231203
1.3525 0.00914145 0.231177
1.3526 0.0091393 0.231151
1.3527 0.00913716 0.231125
1.3528 0.00913501 0.231098
1.3529 0.00913286 0.231072
1.353 0.00913072 0.231046
1.3531 0.00912857 0.23102
1.3532 0.00912643 0.230994
1.3533 0.00912429 0.230967
1.3534 0.00912214 0.230941
1.3535 0.00912 0.230915
1.3536 0.00911786 0.230889
1.3537 0.00911571 0.230863
1.3538 0.00911357 0.230836
1.3539 0.00911143 0.23081
1.354 0.00910929 0.230784
1.3541 0.00910715 0.230758
1.3542 0.00910501 0.230732
1.3543 0.00910287 0.230706
1.3544 0.00910074 0.230679
1.3545 0.0090986 0.230653
1.3546 0.00909646 0.230627
1.3547 0.00909432 0.230601
1.3548 0.00909219 0.230575
1.3549 0.00909005 0.230549
1.355 0.00908792 0.230522
1.3551 0.00908578 0.230496
1.3552 0.00908365 0.23047
1.3553 0.00908151 0.230444
1.3554 0.00907938 0.230418
1.3555 0.00907725 0.230392
1.3556 0.00907511 0.230366
1.3557 0.00907298 0.230339
1.3558 0.00907085 0.230313
1.3559 0.00906872 0.230287
1.356 0.00906659 0.230261
1.3561 0.00906446 0.230235
1.3562 0.00906233 0.230209
1.3563 0.0090602 0.230183
1.3564 0.00905807 0.230157
1.3565 0.00905594 0.230131
1.3566 0.00905382 0.230104
1.3567 0.00905169 0.230078
1.3568 0.00904956 0.230052
1.3569 0.00904744 0.230026
1.357 0.00904531 0.23
1.3571 0.00904319 0.229974
1.3572 0.00904106 0.229948
1.3573 0.00903894 0.229922
1.3574 0.00903682 0.229896
1.3575 0.00903469 0.22987
1.3576 0.00903257 0.229844
1.3577 0.00903045 0.229817
1.3578 0.00902833 0.229791
1.3579 0.00902621 0.229765
1.358 0.00902409 0.229739
1.3581 0.00902197 0.229713
1.3582 0.00901985 0.229687
1.3583 0.00901773 0.229661
1.3584 0.00901561 0.229635
1.3585 0.00901349 0.229609
1.3586 0.00901138 0.229583
1.3587 0.00900926 0.229557
1.3588 0.00900714 0.229531
1.3589 0.00900503 0.229505
1.359 0.00900291 0.229479
1.3591 0.0090008 0.229453
1.3592 0.00899868 0.229427
1.3593 0.00899657 0.229401
1.3594 0.00899446 0.229375
1.3595 0.00899234 0.229349
1.3596 0.00899023 0.229323
1.3597 0.00898812 0.229297
1.3598 0.00898601 0.229271
1.3599 0.0089839 0.229245
1.36 0.00898179 0.229218
1.3601 0.00897968 0.229192
1.3602 0.00897757 0.229166
1.3603 0.00897546 0.22914
1.3604 0.00897335 0.229114
1.3605 0.00897124 0.229088
1.3606 0.00896913 0.229062
1.3607 0.00896703 0.229037
1.3608 0.00896492 0.229011
1.3609 0.00896282 0.228985
1.361 0.00896071 0.228959
1.3611 0.00895861 0.228933
1.3612 0.0089565 0.228907
1.3613 0.0089544 0.228881
1.3614 0.00895229 0.228855
1.3615 0.00895019 0.228829
1.3616 0.00894809 0.228803
1.3617 0.00894599 0.228777
1.3618 0.00894389 0.228751
1.3619 0.00894178 0.228725
1.362 0.00893968 0.228699
1.3621 0.00893758 0.228673
1.3622 0.00893548 0.228647
1.3623 0.00893339 0.228621
1.3624 0.00893129 0.228595
1.3625 0.00892919 0.228569
1.3626 0.00892709 0.228543
1.3627 0.008925 0.228517
1.3628 0.0089229 0.228491
1.3629 0.0089208 0.228465
1.363 0.00891871 0.228439
1.3631 0.00891661 0.228414
1.3632 0.00891452 0.228388
1.3633 0.00891242 0.228362
1.3634 0.00891033 0.228336
1.3635 0.00890824 0.22831
1.3636 0.00890615 0.228284
1.3637 0.00890405 0.228258
1.3638 0.00890196 0.228232
1.3639 0.00889987 0.228206
1.364 0.00889778 0.22818
1.3641 0.00889569 0.228154
1.3642 0.0088936 0.228129
1.3643 0.00889151 0.228103
1.3644 0.00888942 0.228077
1.3645 0.00888734 0.228051
1.3646 0.00888525 0.228025
1.3647 0.00888316 0.227999
1.3648 0.00888108 0.227973
1.3649 0.00887899 0.227947
1.365 0.0088769 0.227922
1.3651 0.00887482 0.227896
1.3652 0.00887273 0.22787
1.3653 0.00887065 0.227844
1.3654 0.00886857 0.227818
1.3655 0.00886648 0.227792
1.3656 0.0088644 0.227766
1.3657 0.00886232 0.227741
1.3658 0.00886024 0.227715
1.3659 0.00885816 0.227689
1.366 0.00885608 0.227663
1.3661 0.008854 0.227637
1.3662 0.00885192 0.227611
1.3663 0.00884984 0.227585
1.3664 0.00884776 0.22756
1.3665 0.00884568 0.227534
1.3666 0.0088436 0.227508
1.3667 0.00884153 0.227482
1.3668 0.00883945 0.227456
1.3669 0.00883737 0.227431
1.367 0.0088353 0.227405
1.3671 0.00883322 0.227379
1.3672 0.00883115 0.227353
1.3673 0.00882907 0.227327
1.3674 0.008827 0.227301
1.3675 0.00882493 0.227276
1.3676 0.00882285 0.22725
1.3677 0.00882078 0.227224
1.3678 0.00881871 0.227198
1.3679 0.00881664 0.227173
1.368 0.00881457 0.227147
1.3681 0.0088125 0.227121
1.3682 0.00881043 0.227095
1.3683 0.00880836 0.227069
1.3684 0.00880629 0.227044
1.3685 0.00880422 0.227018
1.3686 0.00880215 0.226992
1.3687 0.00880009 0.226966
1.3688 0.00879802 0.226941
1.3689 0.00879595 0.226915
1.369 0.00879389 0.226889
1.3691 0.00879182 0.226863
1.3692 0.00878976 0.226837
1.3693 0.00878769 0.226812
1.3694 0.00878563 0.226786
1.3695 0.00878356 0.22676
1.3696 0.0087815 0.226735
1.3697 0.00877944 0.226709
1.3698 0.00877738 0.226683
1.3699 0.00877532 0.226657
1.37 0.00877325 0.226632
1.3701 0.00877119 0.226606
1.3702 0.00876913 0.22658
1.3703 0.00876707 0.226554
1.3704 0.00876502 0.226529
1.3705 0.00876296 0.226503
1.3706 0.0087609 0.226477
1.3707 0.00875884 0.226452
1.3708 0.00875678 0.226426
1.3709 0.00875473 0.2264
1.371 0.00875267 0.226374
1.3711 0.00875062 0.226349
1.3712 0.00874856 0.226323
1.3713 0.00874651 0.226297
1.3714 0.00874445 0.226272
1.3715 0.0087424 0.226246
1.3716 0.00874034 0.22622
1.3717 0.00873829 0.226195
1.3718 0.00873624 0.226169
1.3719 0.00873419 0.226143
1.372 0.00873214 0.226118
1.3721 0.00873009 0.226092
1.3722 0.00872804 0.226066
1.3723 0.00872599 0.22604
1.3724 0.00872394 0.226015
1.3725 0.00872189 0.225989
1.3726 0.00871984 0.225964
1.3727 0.00871779 0.225938
1.3728 0.00871574 0.225912
1.3729 0.0087137 0.225887
1.373 0.00871165 0.225861
1.3731 0.0087096 0.225835
1.3732 0.00870756 0.22581
1.3733 0.00870551 0.225784
1.3734 0.00870347 0.225758
1.3735 0.00870143 0.225733
1.3736 0.00869938 0.225707
1.3737 0.00869734 0.225681
1.3738 0.0086953 0.225656
1.3739 0.00869325 0.22563
1.374 0.00869121 0.225605
1.3741 0.00868917 0.225579
1.3742 0.00868713 0.225553
1.3743 0.00868509 0.225528
1.3744 0.00868305 0.225502
1.3745 0.00868101 0.225476
1.3746 0.00867897 0.225451
1.3747 0.00867694 0.225425
1.3748 0.0086749 0.2254
1.3749 0.00867286 0.225374
1.375 0.00867082 0.225348
1.3751 0.00866879 0.225323
1.3752 0.00866675 0.225297
1.3753 0.00866472 0.225272
1.3754 0.00866268 0.225246
1.3755 0.00866065 0.225221
1.3756 0.00865861 0.225195
1.3757 0.00865658 0.225169
1.3758 0.00865455 0.225144
1.3759 0.00865251 0.225118
1.376 0.00865048 0.225093
1.3761 0.00864845 0.225067
1.3762 0.00864642 0.225042
1.3763 0.00864439 0.225016
1.3764 0.00864236 0.22499
1.3765 0.00864033 0.224965
1.3766 0.0086383 0.224939
1.3767 0.00863627 0.224914
1.3768 0.00863424 0.224888
1.3769 0.00863222 0.224863
1.377 0.00863019 0.224837
1.3771 0.00862816 0.224812
1.3772 0.00862614 0.224786
1.3773 0.00862411 0.224761
1.3774 0.00862209 0.224735
1.3775 0.00862006 0.22471
1.3776 0.00861804 0.224684
1.3777 0.00861601 0.224659
1.3778 0.00861399 0.224633
