t kinetic_energy max_velocity div_max
2.346 0.95246 1.22865 0
2.347 0.951157 1.22759 0
2.348 0.948181 1.22603 0
2.349 0.948634 1.22629 0
2.35 0.957531 1.23108 0
2.351 0.949021 1.22647 0
2.352 0.950713 1.22734 0
2.353 0.956193 1.231 0
2.354 0.954247 1.22916 0
2.355 0.961029 1.23331 0
2.356 0.944083 1.2236 0
2.357 0.945123 1.22449 0
2.358 0.958898 1.23189 0
2.359 0.959991 1.23258 0
2.36 0.955165 1.2295 0
2.361 0.957357 1.23085 0
2.362 0.946079 1.22467 0
2.363 0.958794 1.23233 0
2.364 0.947815 1.2262 0
2.365 0.940965 1.22224 0
2.366 0.950057 1.2276 0
2.367 0.947973 1.2268 0
2.368 0.953797 1.22923 0
2.369 0.950787 1.2281 0
2.37 0.948142 1.22683 0
2.371 0.950232 1.22812 0
2.372 0.956063 1.23101 0
2.373 0.94453 1.22474 0
2.374 0.955716 1.23129 0
2.375 0.944225 1.22493 0
2.376 0.950399 1.22838 0
2.377 0.950786 1.22805 0
2.378 0.95502 1.23088 0
2.379 0.951944 1.22888 0
2.38 0.950997 1.22882 0
2.381 0.950735 1.22861 0
2.382 0.954716 1.23074 0
2.383 0.950502 1.22862 0
2.384 0.939344 1.22252 0
2.385 0.948087 1.22729 0
2.386 0.946854 1.22672 0
2.387 0.95276 1.22929 0
2.388 0.947676 1.22673 0
2.389 0.943957 1.22534 0
2.39 0.951275 1.22881 0
2.391 0.964326 1.23612 0
2.392 0.953711 1.2302 0
2.393 0.948362 1.22762 0
2.394 0.956925 1.23198 0
2.395 0.954364 1.23104 0
2.396 0.95465 1.23098 0
2.397 0.954284 1.23097 0
2.398 0.94736 1.22743 0
2.399 0.938975 1.22261 0
2.4 0.943804 1.22536 0
2.401 0.949943 1.22885 0
2.402 0.94166 1.22408 0
2.403 0.950955 1.2295 0
2.404 0.942196 1.22478 0
2.405 0.947076 1.22721 0
2.406 0.953684 1.23097 0
2.407 0.949981 1.22936 0
2.408 0.943101 1.22548 0
2.409 0.942437 1.2249 0
2.41 0.947332 1.22762 0
2.411 0.9555 1.23208 0
2.412 0.950206 1.22936 0
2.413 0.956027 1.23264 0
2.414 0.951772 1.23007 0
2.415 0.958555 1.2334 0
2.416 0.952449 1.23032 0
2.417 0.956316 1.23289 0
2.418 0.957231 1.23321 0
2.419 0.951101 1.22967 0
2.42 0.958061 1.2337 0
2.421 0.94549 1.22696 0
2.422 0.9509 1.23023 0
2.423 0.95228 1.23092 0
2.424 0.949522 1.2297 0
2.425 0.956318 1.23266 0
2.426 0.952129 1.23036 0
2.427 0.958643 1.23442 0
2.428 0.946139 1.22694 0
2.429 0.943597 1.22606 0
2.43 0.949774 1.22915 0
2.431 0.955622 1.23249 0
2.432 0.949017 1.22876 0
2.433 0.944792 1.22646 0
2.434 0.948585 1.22848 0
2.435 0.956003 1.23262 0
2.436 0.947411 1.22753 0
2.437 0.952862 1.23056 0
2.438 0.949604 1.22926 0
2.439 0.953041 1.23101 0
2.44 0.946344 1.22729 0
2.441 0.945332 1.22692 0
2.442 0.95416 1.23177 0
2.443 0.958746 1.23409 0
2.444 0.964908 1.23732 0
2.445 0.950291 1.22912 0
2.446 0.952178 1.23041 0
2.447 0.95832 1.23386 0
2.448 0.962262 1.2364 0
2.449 0.960282 1.23493 0
2.45 0.95377 1.23144 0
2.451 0.954894 1.23187 0
2.452 0.949166 1.22897 0
2.453 0.947774 1.22773 0
2.454 0.953157 1.23117 0
2.455 0.953666 1.23201 0
2.456 0.950248 1.22961 0
2.457 0.944932 1.22682 0
2.458 0.951075 1.22997 0
2.459 0.956227 1.23288 0
2.46 0.954738 1.2317 0
2.461 0.939215 1.22335 0
2.462 0.951918 1.23055 0
2.463 0.951722 1.23037 0
2.464 0.951459 1.23052 0
2.465 0.953085 1.23101 0
2.466 0.949686 1.22914 0
2.467 0.952636 1.23109 0
2.468 0.952372 1.23086 0
2.469 0.953502 1.23178 0
2.47 0.947436 1.2286 0
2.471 0.943366 1.22609 0
2.472 0.951361 1.23065 0
2.473 0.957609 1.23396 0
2.474 0.952492 1.23152 0
2.475 0.953615 1.23221 0
2.476 0.960142 1.23551 0
2.477 0.950951 1.2306 0
2.478 0.950753 1.23041 0
2.479 0.954885 1.23225 0
2.48 0.95249 1.23144 0
2.481 0.951417 1.23094 0
2.482 0.955448 1.23324 0
2.483 0.960515 1.23565 0
2.484 0.95367 1.23204 0
2.485 0.95604 1.23354 0
2.486 0.94676 1.22863 0
2.487 0.946319 1.22828 0
2.488 0.95395 1.2321 0
2.489 0.953193 1.23163 0
2.49 0.954409 1.23274 0
2.491 0.946777 1.22856 0
2.492 0.948424 1.22921 0
2.493 0.944279 1.22719 0
2.494 0.947062 1.22842 0
2.495 0.94907 1.22961 0
2.496 0.9483 1.22962 0
2.497 0.953219 1.23192 0
2.498 0.955072 1.23282 0
2.499 0.951929 1.2317 0
2.5 0.950161 1.23015 0
2.501 0.951926 1.23145 0
2.502 0.949268 1.22995 0
2.503 0.958548 1.23506 0
2.504 0.954917 1.233 0
2.505 0.961248 1.23675 0
2.506 0.947658 1.22897 0
2.507 0.950441 1.23042 0
2.508 0.959788 1.23577 0
2.509 0.950505 1.23055 0
2.51 0.953301 1.23235 0
2.511 0.956297 1.23414 0
2.512 0.953728 1.2323 0
2.513 0.951441 1.23114 0
2.514 0.964313 1.23831 0
2.515 0.955417 1.2335 0
2.516 0.958482 1.23523 0
2.517 0.948383 1.22946 0
2.518 0.948343 1.23 0
2.519 0.942645 1.22658 0
2.52 0.956854 1.23446 0
2.521 0.942937 1.22688 0
2.522 0.955334 1.23386 0
2.523 0.949351 1.23026 0
2.524 0.958886 1.23515 0
2.525 0.95372 1.23269 0
2.526 0.947223 1.22905 0
2.527 0.958488 1.23535 0
2.528 0.953506 1.23223 0
2.529 0.954578 1.23314 0
2.53 0.950512 1.23105 0
2.531 0.960672 1.23638 0
2.532 0.950728 1.23088 0
2.533 0.945722 1.22815 0
2.534 0.9525 1.23178 0
2.535 0.943491 1.22707 0
2.536 0.945838 1.22835 0
2.537 0.95227 1.23206 0
2.538 0.953891 1.23317 0
2.539 0.948623 1.23003 0
2.54 0.959471 1.23634 0
2.541 0.956183 1.23424 0
2.542 0.951131 1.23165 0
2.543 0.947653 1.22939 0
2.544 0.943079 1.22698 0
2.545 0.950743 1.23105 0
2.546 0.954412 1.23289 0
2.547 0.952914 1.23227 0
2.548 0.951111 1.23096 0
2.549 0.948226 1.22971 0
2.55 0.95075 1.23088 0
2.551 0.940309 1.22552 0
2.552 0.951536 1.23165 0
2.553 0.938832 1.22474 0
2.554 0.952812 1.23237 0
2.555 0.946841 1.22912 0
2.556 0.949862 1.23064 0
2.557 0.956016 1.2343 0
2.558 0.946091 1.22892 0
2.559 0.940371 1.22561 0
2.56 0.947456 1.2294 0
2.561 0.947859 1.22988 0
2.562 0.958867 1.23561 0
2.563 0.946416 1.22903 0
2.564 0.948772 1.23023 0
2.565 0.94525 1.22849 0
2.566 0.95114 1.23172 0
2.567 0.958313 1.23563 0
2.568 0.944968 1.22833 0
2.569 0.948347 1.23004 0
2.57 0.941965 1.22646 0
2.571 0.937995 1.22406 0
2.572 0.945804 1.22866 0
2.573 0.946266 1.22906 0
2.574 0.939974 1.22504 0
2.575 0.938517 1.2247 0
2.576 0.933321 1.22189 0
2.577 0.942959 1.22747 0
2.578 0.942376 1.22679 0
2.579 0.940604 1.22574 0
2.58 0.941414 1.22638 0
2.581 0.952422 1.23241 0
2.582 0.951611 1.23159 0
2.583 0.947291 1.22958 0
2.584 0.948498 1.23002 0
2.585 0.945331 1.22851 0
2.586 0.943593 1.22743 0
2.587 0.949674 1.23107 0
2.588 0.941873 1.22682 0
2.589 0.946735 1.22949 0
2.59 0.959656 1.2367 0
2.591 0.950499 1.23113 0
2.592 0.956024 1.23479 0
2.593 0.954626 1.23387 0
2.594 0.961437 1.23741 0
2.595 0.950664 1.23123 0
2.596 0.948419 1.23074 0
2.597 0.949983 1.23124 0
2.598 0.947659 1.23004 0
2.599 0.950234 1.23141 0
2.6 0.955624 1.23482 0
2.601 0.947081 1.22993 0
2.602 0.950289 1.23153 0
2.603 0.947835 1.23064 0
2.604 0.951404 1.23249 0
2.605 0.953399 1.23335 0
2.606 0.953549 1.23387 0
2.607 0.946043 1.22964 0
2.608 0.949779 1.23139 0
2.609 0.95673 1.23545 0
2.61 0.956613 1.23532 0
2.611 0.947387 1.23018 0
2.612 0.942512 1.22788 0
2.613 0.947648 1.23045 0
2.614 0.941448 1.22716 0
2.615 0.949481 1.23163 0
2.616 0.952552 1.23331 0
2.617 0.947477 1.2304 0
2.618 0.938601 1.22582 0
2.619 0.945593 1.22962 0
2.62 0.945887 1.22949 0
2.621 0.958714 1.23656 0
2.622 0.949215 1.23092 0
2.623 0.94477 1.22873 0
2.624 0.950601 1.23178 0
2.625 0.950175 1.23138 0
2.626 0.942923 1.22787 0
2.627 0.944218 1.22848 0
2.628 0.954853 1.23429 0
2.629 0.943691 1.22849 0
2.63 0.948603 1.23107 0
2.631 0.948312 1.23079 0
2.632 0.950275 1.23228 0
2.633 0.947087 1.23023 0
2.634 0.947915 1.23086 0
2.635 0.950908 1.23258 0
2.636 0.942267 1.22731 0
2.637 0.945415 1.22923 0
2.638 0.94269 1.22792 0
2.639 0.940538 1.22677 0
2.64 0.934208 1.2236 0
2.641 0.945748 1.22979 0
2.642 0.947838 1.23099 0
2.643 0.935198 1.22393 0
2.644 0.938463 1.22538 0
2.645 0.945671 1.22973 0
2.646 0.947005 1.2306 0
2.647 0.935602 1.22424 0
2.648 0.938413 1.22561 0
2.649 0.941313 1.22733 0
2.65 0.954176 1.23407 0
2.651 0.946606 1.22985 0
2.652 0.944305 1.22864 0
2.653 0.94483 1.22907 0
2.654 0.944523 1.2285 0
2.655 0.942214 1.22715 0
2.656 0.936568 1.22456 0
2.657 0.934936 1.22341 0
2.658 0.936974 1.2247 0
2.659 0.946338 1.22999 0
2.66 0.936513 1.22438 0
2.661 0.944203 1.22839 0
2.662 0.933819 1.22297 0
2.663 0.934558 1.22328 0
2.664 0.941979 1.22753 0
2.665 0.931339 1.22162 0
2.666 0.942198 1.22754 0
2.667 0.926616 1.21878 0
2.668 0.938485 1.22536 0
2.669 0.945952 1.22956 0
2.67 0.935984 1.22404 0
2.671 0.946816 1.22981 0
2.672 0.940595 1.22661 0
2.673 0.937543 1.22484 0
2.674 0.945557 1.22935 0
2.675 0.93648 1.22442 0
2.676 0.949467 1.23149 0
2.677 0.939455 1.22596 0
2.678 0.942903 1.22745 0
2.679 0.933184 1.22225 0
2.68 0.944866 1.22897 0
2.681 0.936081 1.2239 0
2.682 0.94283 1.22759 0
2.683 0.946186 1.22943 0
2.684 0.940901 1.22691 0
2.685 0.936755 1.22447 0
2.686 0.940045 1.22627 0
2.687 0.951991 1.23266 0
2.688 0.936079 1.22388 0
2.689 0.935175 1.22329 0
2.69 0.944116 1.22813 0
2.691 0.935633 1.22382 0
2.692 0.943059 1.22765 0
2.693 0.93983 1.22603 0
2.694 0.930285 1.22046 0
2.695 0.933202 1.22226 0
2.696 0.931792 1.22139 0
2.697 0.939595 1.22596 0
2.698 0.940046 1.22569 0
2.699 0.932008 1.22171 0
2.7 0.933775 1.22244 0
2.701 0.950052 1.23139 0
2.702 0.945809 1.22889 0
2.703 0.918699 1.21445 0
2.704 0.93876 1.22575 0
2.705 0.931754 1.22129 0
2.706 0.932038 1.22175 0
2.707 0.938239 1.22504 0
2.708 0.944922 1.2284 0
2.709 0.936668 1.22415 0
2.71 0.935046 1.22274 0
2.711 0.938871 1.22502 0
2.712 0.934269 1.22286 0
2.713 0.931026 1.22112 0
2.714 0.932236 1.22167 0
2.715 0.941261 1.22662 0
2.716 0.940112 1.22544 0
2.717 0.946953 1.2297 0
2.718 0.922846 1.21632 0
2.719 0.932121 1.22139 0
2.72 0.946485 1.22931 0
2.721 0.940078 1.22553 0
2.722 0.941304 1.22645 0
2.723 0.937959 1.2245 0
2.724 0.940009 1.22574 0
2.725 0.940189 1.22563 0
2.726 0.941351 1.22614 0
2.727 0.932726 1.22125 0
2.728 0.950494 1.2311 0
2.729 0.943101 1.22693 0
2.73 0.926278 1.2182 0
2.731 0.94185 1.22646 0
2.732 0.932132 1.22085 0
2.733 0.937415 1.22393 0
2.734 0.939533 1.22485 0
2.735 0.942507 1.22656 0
2.736 0.949663 1.23014 0
2.737 0.945356 1.22781 0
2.738 0.942208 1.22637 0
2.739 0.944845 1.22768 0
2.74 0.935247 1.2222 0
2.741 0.93627 1.22313 0
2.742 0.938393 1.22408 0
2.743 0.949968 1.23074 0
2.744 0.941815 1.22606 0
2.745 0.935961 1.22265 0
2.746 0.946875 1.22902 0
2.747 0.941689 1.22619 0
2.748 0.951084 1.23123 0
2.749 0.939078 1.22454 0
2.75 0.943013 1.22702 0
2.751 0.941176 1.2256 0
2.752 0.947978 1.22956 0
2.753 0.946754 1.22894 0
2.754 0.946491 1.22878 0
2.755 0.948219 1.23004 0
2.756 0.940238 1.22509 0
2.757 0.941304 1.22615 0
2.758 0.946435 1.22889 0
2.759 0.941667 1.22635 0
2.76 0.943189 1.2272 0
2.761 0.933877 1.22198 0
2.762 0.946092 1.22861 0
2.763 0.940944 1.22553 0
2.764 0.951378 1.23145 0
2.765 0.954083 1.23259 0
2.766 0.949615 1.23059 0
2.767 0.935931 1.22288 0
2.768 0.940821 1.22564 0
2.769 0.945345 1.22809 0
2.77 0.934964 1.22273 0
2.771 0.940648 1.22564 0
2.772 0.946253 1.22837 0
2.773 0.946352 1.22847 0
2.774 0.942281 1.2262 0
2.775 0.94855 1.22995 0
2.776 0.946104 1.22844 0
2.777 0.93294 1.22141 0
2.778 0.940744 1.22538 0
2.779 0.934933 1.22212 0
2.78 0.949737 1.23055 0
2.781 0.949871 1.23054 0
2.782 0.939781 1.22493 0
2.783 0.929546 1.21921 0
2.784 0.93499 1.22226 0
2.785 0.93076 1.21984 0
2.786 0.931596 1.22017 0
2.787 0.937187 1.22343 0
2.788 0.940674 1.22542 0
2.789 0.93731 1.22326 0
2.79 0.933117 1.22114 0
2.791 0.932407 1.22089 0
2.792 0.935703 1.22259 0
2.793 0.939881 1.22465 0
2.794 0.957663 1.23395 0
2.795 0.933308 1.22082 0
2.796 0.941519 1.22536 0
2.797 0.943387 1.22665 0
2.798 0.934903 1.22184 0
2.799 0.944183 1.22695 0
2.8 0.944685 1.22737 0
2.801 0.944783 1.22696 0
2.802 0.931439 1.22002 0
2.803 0.944626 1.22708 0
2.804 0.943251 1.22621 0
2.805 0.946579 1.22819 0
2.806 0.948034 1.22873 0
2.807 0.941462 1.22539 0
2.808 0.940188 1.2245 0
2.809 0.936528 1.22243 0
2.81 0.93814 1.22358 0
2.811 0.937218 1.22277 0
2.812 0.93288 1.22049 0
2.813 0.931618 1.21979 0
2.814 0.949494 1.22945 0
2.815 0.944772 1.22691 0
2.816 0.94064 1.22454 0
2.817 0.938533 1.22348 0
2.818 0.943329 1.22613 0
2.819 0.948193 1.22874 0
2.82 0.942411 1.22556 0
2.821 0.941281 1.22467 0
2.822 0.939421 1.22388 0
2.823 0.926469 1.21692 0
2.824 0.949358 1.22912 0
2.825 0.938359 1.22304 0
2.826 0.945339 1.22692 0
2.827 0.932917 1.21995 0
2.828 0.93082 1.21913 0
2.829 0.942019 1.22484 0
2.83 0.947001 1.22761 0
2.831 0.934177 1.22069 0
2.832 0.934507 1.22076 0
2.833 0.95056 1.2296 0
2.834 0.944567 1.22632 0
2.835 0.926622 1.21623 0
2.836 0.947673 1.22803 0
2.837 0.938385 1.22239 0
2.838 0.94137 1.22423 0
2.839 0.944028 1.22552 0
2.84 0.938938 1.22303 0
2.841 0.941552 1.22432 0
2.842 0.941267 1.22425 0
2.843 0.93631 1.22163 0
2.844 0.934554 1.22047 0
2.845 0.929861 1.218 0
2.846 0.930308 1.21809 0
2.847 0.92804 1.21705 0
2.848 0.932287 1.21934 0
2.849 0.930639 1.21826 0
2.85 0.934495 1.22023 0
2.851 0.936549 1.22155 0
2.852 0.933371 1.21948 0
2.853 0.930701 1.21811 0
2.854 0.931836 1.21862 0
2.855 0.928107 1.21651 0
2.856 0.940069 1.22304 0
2.857 0.944423 1.22535 0
2.858 0.930484 1.2177 0
2.859 0.932502 1.21872 0
2.86 0.937791 1.22158 0
2.861 0.928945 1.21664 0
2.862 0.942706 1.22417 0
2.863 0.937438 1.22131 0
2.864 0.932444 1.21853 0
2.865 0.935568 1.22033 0
2.866 0.937054 1.22101 0
2.867 0.932915 1.21881 0
2.868 0.931346 1.21774 0
2.869 0.928609 1.21641 0
2.87 0.933067 1.21879 0
2.871 0.925336 1.21468 0
2.872 0.927178 1.2157 0
2.873 0.928275 1.21612 0
2.874 0.933227 1.21896 0
2.875 0.927725 1.2156 0
2.876 0.931345 1.21739 0
2.877 0.92698 1.21491 0
2.878 0.936832 1.22041 0
2.879 0.924359 1.21343 0
2.88 0.938932 1.22133 0
2.881 0.936264 1.22003 0
2.882 0.935663 1.21924 0
2.883 0.933115 1.21813 0
2.884 0.938459 1.22092 0
2.885 0.926329 1.21428 0
2.886 0.921196 1.21156 0
2.887 0.928539 1.21563 0
2.888 0.936599 1.21987 0
2.889 0.937621 1.22011 0
2.89 0.931915 1.21704 0
2.891 0.937705 1.21984 0
2.892 0.925511 1.21301 0
2.893 0.924595 1.21275 0
2.894 0.922593 1.21159 0
2.895 0.932658 1.21713 0
2.896 0.935966 1.21888 0
2.897 0.934969 1.21847 0
2.898 0.933457 1.21746 0
2.899 0.933104 1.21719 0
2.9 0.93256 1.21686 0
2.901 0.933237 1.21717 0
2.902 0.938505 1.22001 0
2.903 0.928437 1.21446 0
2.904 0.928472 1.21428 0
2.905 0.931548 1.21566 0
2.906 0.930328 1.21514 0
2.907 0.936904 1.219 0
2.908 0.923257 1.21113 0
2.909 0.927961 1.2138 0
2.91 0.942075 1.22157 0
2.911 0.929246 1.21439 0
2.912 0.92938 1.21427 0
2.913 0.935078 1.21755 0
2.914 0.935293 1.21779 0
2.915 0.935184 1.21768 0
2.916 0.933715 1.21699 0
2.917 0.939503 1.21987 0
2.918 0.931264 1.21522 0
2.919 0.938607 1.21908 0
2.92 0.934509 1.21663 0
2.921 0.948293 1.22445 0
2.922 0.943432 1.22176 0
2.923 0.936596 1.21755 0
2.924 0.945944 1.22285 0
2.925 0.945702 1.22275 0
2.926 0.93641 1.2177 0
2.927 0.946753 1.2234 0
2.928 0.931955 1.21472 0
2.929 0.938765 1.21872 0
2.93 0.942044 1.2205 0
2.931 0.931379 1.21428 0
2.932 0.932074 1.21513 0
2.933 0.940111 1.21921 0
2.934 0.937512 1.21763 0
2.935 0.939327 1.21878 0
2.936 0.934933 1.21637 0
2.937 0.940877 1.21943 0
2.938 0.939081 1.21854 0
2.939 0.935306 1.21618 0
2.94 0.943317 1.22055 0
2.941 0.944222 1.22114 0
2.942 0.935346 1.21627 0
2.943 0.945233 1.22158 0
2.944 0.934868 1.21552 0
2.945 0.944048 1.22107 0
2.946 0.936688 1.21686 0
2.947 0.939748 1.21848 0
2.948 0.937199 1.21709 0
2.949 0.939409 1.21825 0
2.95 0.939682 1.2182 0
2.951 0.935685 1.21617 0
2.952 0.942929 1.22002 0
2.953 0.944337 1.22069 0
2.954 0.945946 1.2216 0
2.955 0.941468 1.21897 0
2.956 0.936906 1.21683 0
2.957 0.947753 1.22264 0
2.958 0.933394 1.21483 0
2.959 0.935297 1.21601 0
2.96 0.95102 1.22451 0
2.961 0.941712 1.2189 0
2.962 0.93841 1.21757 0
2.963 0.936875 1.21648 0
2.964 0.931547 1.21371 0
2.965 0.936056 1.21619 0
2.966 0.934914 1.21578 0
2.967 0.937619 1.21642 0
2.968 0.920443 1.20773 0
2.969 0.931606 1.21406 0
2.97 0.929822 1.21276 0
2.971 0.921224 1.20749 0
2.972 0.927622 1.21157 0
2.973 0.933112 1.2145 0
2.974 0.925036 1.21016 0
2.975 0.932586 1.21436 0
2.976 0.937377 1.21733 0
2.977 0.943126 1.22021 0
2.978 0.92421 1.20969 0
2.979 0.937299 1.21714 0
2.98 0.92606 1.2111 0
2.981 0.926511 1.21179 0
2.982 0.934526 1.21584 0
2.983 0.932958 1.21499 0
2.984 0.936789 1.21714 0
2.985 0.924444 1.21042 0
2.986 0.932282 1.21512 0
2.987 0.940919 1.21955 0
2.988 0.922425 1.2093 0
2.989 0.93327 1.21532 0
2.99 0.92958 1.21314 0
2.991 0.931666 1.2147 0
2.992 0.933875 1.21576 0
2.993 0.940201 1.21891 0
2.994 0.934612 1.21649 0
2.995 0.941337 1.21988 0
2.996 0.940717 1.21957 0
2.997 0.934135 1.21598 0
2.998 0.935872 1.21681 0
2.999 0.926595 1.2119 0
3 0.928896 1.21333 0
3.001 0.931011 1.21402 0
3.002 0.930227 1.21401 0
3.003 0.93486 1.21651 0
3.004 0.937981 1.2181 0
3.005 0.927537 1.213 0
3.006 0.934888 1.21667 0
3.007 0.936832 1.21782 0
3.008 0.933556 1.21609 0
3.009 0.932262 1.21541 0
3.01 0.937308 1.21832 0
3.011 0.936887 1.21826 0
3.012 0.936786 1.21792 0
3.013 0.937545 1.21839 0
3.014 0.930303 1.21458 0
3.015 0.935409 1.21726 0
3.016 0.938611 1.21903 0
3.017 0.939771 1.21983 0
3.018 0.928671 1.2136 0
3.019 0.933682 1.21685 0
3.02 0.93821 1.21882 0
3.021 0.935186 1.21735 0
3.022 0.936556 1.21848 0
3.023 0.933152 1.21662 0
3.024 0.941316 1.22102 0
3.025 0.933224 1.21642 0
3.026 0.942439 1.22176 0
3.027 0.930305 1.21486 0
3.028 0.935308 1.21788 0
3.029 0.937533 1.21894 0
3.03 0.932738 1.21619 0
3.031 0.940922 1.22076 0
3.032 0.940068 1.2203 0
3.033 0.935332 1.2181 0
3.034 0.937372 1.21934 0
3.035 0.939016 1.22004 0
3.036 0.941047 1.22072 0
3.037 0.931933 1.21612 0
3.038 0.933122 1.21669 0
3.039 0.933149 1.21671 0
3.04 0.931335 1.21559 0
3.041 0.944529 1.22338 0
3.042 0.936186 1.21831 0
3.043 0.932112 1.21608 0
3.044 0.939861 1.22057 0
3.045 0.928324 1.214 0
3.046 0.930665 1.2153 0
3.047 0.929877 1.21512 0
3.048 0.933941 1.21754 0
3.049 0.926783 1.21327 0
3.05 0.933604 1.21692 0
3.051 0.928244 1.21416 0
3.052 0.938409 1.21928 0
3.053 0.926026 1.21301 0
3.054 0.937426 1.21955 0
3.055 0.928503 1.21415 0
3.056 0.930922 1.21563 0
3.057 0.927272 1.21368 0
3.058 0.928008 1.21383 0
3.059 0.933943 1.21751 0
3.06 0.937611 1.21947 0
3.061 0.926945 1.21347 0
3.062 0.932382 1.21708 0
3.063 0.924262 1.21198 0
3.064 0.932157 1.21644 0
3.065 0.932582 1.21679 0
3.066 0.935239 1.21788 0
3.067 0.934885 1.21834 0
3.068 0.935744 1.219 0
3.069 0.942024 1.22181 0
3.07 0.937781 1.21961 0
3.071 0.942156 1.22194 0
3.072 0.929489 1.21501 0
3.073 0.944855 1.22391 0
3.074 0.932581 1.21688 0
3.075 0.934469 1.21777 0
3.076 0.9429 1.22283 0
3.077 0.932942 1.21742 0
3.078 0.930597 1.21609 0
3.079 0.937378 1.21972 0
3.08 0.938717 1.22058 0
3.081 0.937473 1.21986 0
3.082 0.94202 1.22248 0
3.083 0.939664 1.22124 0
3.084 0.94319 1.22308 0
3.085 0.936617 1.21944 0
3.086 0.937567 1.21987 0
3.087 0.946269 1.22474 0
3.088 0.930123 1.21599 0
3.089 0.935041 1.21852 0
3.09 0.93043 1.21595 0
3.091 0.947124 1.22579 0
3.092 0.940559 1.22197 0
3.093 0.931421 1.21668 0
3.094 0.934768 1.21873 0
3.095 0.936118 1.21938 0
3.096 0.937268 1.21975 0
3.097 0.941085 1.22242 0
3.098 0.940249 1.22168 0
3.099 0.926091 1.21431 0
3.1 0.931399 1.21697 0
3.101 0.933401 1.21804 0
3.102 0.935632 1.21901 0
3.103 0.931506 1.21739 0
3.104 0.931886 1.21735 0
3.105 0.933055 1.21821 0
3.106 0.939618 1.22136 0
3.107 0.942001 1.22301 0
3.108 0.939612 1.2215 0
3.109 0.935296 1.21871 0
3.11 0.930476 1.21641 0
3.111 0.928223 1.21541 0
3.112 0.932502 1.21767 0
3.113 0.932325 1.21782 0
3.114 0.93611 1.21952 0
3.115 0.932463 1.21797 0
3.116 0.931947 1.21714 0
3.117 0.934798 1.21907 0
3.118 0.939479 1.22141 0
3.119 0.925078 1.21382 0
3.12 0.941661 1.22288 0
3.121 0.941504 1.22286 0
3.122 0.940138 1.22174 0
3.123 0.929986 1.21635 0
3.124 0.93357 1.2189 0
3.125 0.930987 1.21722 0
3.126 0.941633 1.22316 0
3.127 0.943571 1.22427 0
3.128 0.942706 1.22367 0
3.129 0.943455 1.22373 0
3.13 0.94051 1.22246 0
3.131 0.943836 1.22433 0
3.132 0.942323 1.22376 0
3.133 0.936704 1.22043 0
3.134 0.937476 1.22072 0
3.135 0.934334 1.21953 0
3.136 0.935825 1.22067 0
3.137 0.942433 1.22377 0
3.138 0.946014 1.22608 0
3.139 0.938912 1.22202 0
3.14 0.931904 1.21816 0
3.141 0.921935 1.21276 0
3.142 0.934316 1.21968 0
3.143 0.928735 1.21679 0
3.144 0.937675 1.22144 0
3.145 0.923738 1.2136 0
3.146 0.933153 1.21895 0
3.147 0.928701 1.21671 0
3.148 0.930903 1.21784 0
3.149 0.931437 1.21814 0
3.15 0.929134 1.21687 0
3.151 0.92853 1.21663 0
3.152 0.927921 1.21615 0
3.153 0.922204 1.21315 0
3.154 0.930404 1.21745 0
3.155 0.93298 1.21932 0
3.156 0.927479 1.21649 0
3.157 0.93578 1.22099 0
3.158 0.932981 1.21955 0
3.159 0.933061 1.2195 0
3.16 0.937095 1.22161 0
3.161 0.932341 1.21917 0
3.162 0.927047 1.21628 0
3.163 0.930516 1.21833 0
3.164 0.936579 1.22149 0
3.165 0.938208 1.22268 0
3.166 0.935371 1.2209 0
3.167 0.928276 1.21673 0
3.168 0.933273 1.21977 0
3.169 0.935757 1.22148 0
3.17 0.926358 1.2162 0
3.171 0.930565 1.21856 0
3.172 0.93666 1.22192 0
3.173 0.928885 1.21768 0
3.174 0.930698 1.21874 0
3.175 0.937612 1.22263 0
3.176 0.925148 1.2154 0
3.177 0.941384 1.2247 0
3.178 0.928234 1.21695 0
3.179 0.939809 1.22367 0
3.18 0.938527 1.22297 0
3.181 0.930516 1.21844 0
3.182 0.936311 1.22174 0
3.183 0.93594 1.22158 0
3.184 0.932232 1.21968 0
3.185 0.938188 1.22288 0
3.186 0.933058 1.22032 0
3.187 0.933321 1.2203 0
3.188 0.930057 1.21826 0
3.189 0.924887 1.21578 0
3.19 0.937459 1.2227 0
3.191 0.920772 1.21357 0
3.192 0.942484 1.22557 0
3.193 0.930727 1.21889 0
3.194 0.937489 1.22279 0
3.195 0.932162 1.21958 0
3.196 0.92586 1.21628 0
3.197 0.930102 1.21883 0
3.198 0.928192 1.21788 0
3.199 0.936964 1.22264 0
3.2 0.935361 1.2217 0
3.201 0.930975 1.21939 0
3.202 0.941876 1.22546 0
3.203 0.930828 1.21928 0
3.204 0.930085 1.21889 0
3.205 0.935488 1.22194 0
3.206 0.92773 1.2178 0
3.207 0.936189 1.22277 0
3.208 0.937669 1.22328 0
3.209 0.930687 1.21895 0
3.21 0.928028 1.21815 0
3.211 0.922919 1.21527 0
3.212 0.929917 1.21917 0
3.213 0.928969 1.21869 0
3.214 0.93783 1.2234 0
3.215 0.930737 1.21963 0
3.216 0.924905 1.21621 0
3.217 0.936411 1.22255 0
3.218 0.926783 1.21751 0
3.219 0.922014 1.2146 0
