0.01 0.01 -0.135789 0.679898 0.320102 -18.074
0.03 0.01 -0.0775343 0.201599 0.158196 -26.9095
0.05 0.01 -0.0735368 -0.0230822 0.0664851 -22.4211
0.07 0.01 -0.0668108 -0.0812906 -0.00827667 -11.3466
0.09 0.01 -0.0655185 -0.0680711 -0.00494279 -1.46247
0.11 0.01 -0.0643411 -0.0543597 -0.0087686 1.06116
0.13 0.01 -0.0634281 -0.036381 -0.00921009 1.81123
0.15 0.01 -0.0629106 -0.0176407 -0.00953022 2.49592
0.17 0.01 -0.0628975 0.000233848 -0.00834436 3.02935
0.19 0.01 -0.0633168 0.0150983 -0.0065201 3.43311
0.21 0.01 -0.0640921 0.0260567 -0.00443828 3.72305
0.23 0.01 -0.0651557 0.0327835 -0.00228854 3.90366
0.25 0.01 -0.0664827 0.0353733 -0.000301215 3.99849
0.27 0.01 -0.0681425 0.0344018 0.00127264 4.07401
0.29 0.01 -0.0703087 0.0304592 0.00266994 4.18918
0.31 0.01 -0.0730372 0.0237382 0.00405113 4.34975
0.33 0.01 -0.0763974 0.014226 0.00546108 4.54366
0.35 0.01 -0.0804555 0.00186152 0.00690338 4.75573
0.37 0.01 -0.0852782 -0.0133987 0.00835683 4.97091
0.39 0.01 -0.0909299 -0.0315615 0.00980602 5.17428
0.41 0.01 -0.0974326 -0.0525968 0.0112292 5.34956
0.43 0.01 -0.104782 -0.0764219 0.0125958 5.4805
0.45 0.01 -0.112938 -0.102887 0.0138694 5.55203
0.47 0.01 -0.121827 -0.131766 0.0150099 5.55107
0.49 0.01 -0.131328 -0.162751 0.015975 5.46737
0.51 0.01 -0.14128 -0.195448 0.0167222 5.29433
0.53 0.01 -0.151478 -0.229381 0.0172104 5.02966
0.55 0.01 -0.161675 -0.263993 0.0174023 4.67596
0.57 0.01 -0.171591 -0.298662 0.0172666 4.2411
0.59 0.01 -0.180918 -0.332708 0.0167795 3.73825
0.61 0.01 -0.189331 -0.365415 0.015927 3.18561
0.63 0.01 -0.196506 -0.396048 0.0147061 2.60583
0.65 0.01 -0.202126 -0.423879 0.0131253 2.02499
0.67 0.01 -0.205906 -0.44821 0.011205 1.47137
0.69 0.01 -0.207606 -0.468393 0.00897782 0.973858
0.71 0.01 -0.207052 -0.483858 0.00648792 0.560269
0.73 0.01 -0.204166 -0.494142 0.00379596 0.255879
0.75 0.01 -0.199002 -0.498954 0.00101552 0.0791698
0.77 0.01 -0.191486 -0.498365 -0.00160407 0.0154408
0.79 0.01 -0.18012 -0.492803 -0.00395818 0.00555439
0.81 0.01 -0.165291 -0.482502 -0.0063423 0.00916786
0.83 0.01 -0.147278 -0.467234 -0.00892622 0.0251639
0.85 0.01 -0.126365 -0.446428 -0.01188 0.0591576
0.87 0.01 -0.102904 -0.419125 -0.0154226 0.123489
0.89 0.01 -0.077394 -0.383851 -0.0198516 0.241423
0.91 0.01 -0.0506366 -0.33842 -0.0255793 0.456618
0.93 0.01 -0.0240508 -0.279634 -0.0332062 0.853609
0.95 0.01 -0.000372178 -0.202717 -0.0437111 1.60795
0.97 0.01 0.0145549 -0.100152 -0.0588536 3.14885
0.99 0.01 0 -0.0412988 -0.0805321 4.19335

0.01 0.03 0.015402 0.879472 0.760732 -21.8555
0.03 0.03 -0.0457526 0.612981 0.462356 -28.086
0.05 0.03 -0.0619658 0.342103 0.257885 -25.408
0.07 0.03 -0.061159 0.109928 0.0907066 -17.8163
0.09 0.03 -0.0652248 -0.0390678 0.03185 -9.62947
0.11 0.03 -0.0646516 -0.0777166 -0.020624 -3.66458
0.13 0.03 -0.0636039 -0.0729864 -0.0200635 0.271375
0.15 0.03 -0.0629252 -0.0671263 -0.0232772 1.27865
0.17 0.03 -0.0627534 -0.0588481 -0.0207502 2.00593
0.19 0.03 -0.0630186 -0.0516109 -0.0162159 2.45783
0.21 0.03 -0.0636537 -0.0462885 -0.0110233 2.7886
0.23 0.03 -0.0646184 -0.0432211 -0.0054978 3.012
0.25 0.03 -0.065935 -0.042816 -8.68241e-05 3.14675
0.27 0.03 -0.0676168 -0.0455927 0.00480642 3.24161
0.29 0.03 -0.0697369 -0.0519351 0.00942105 3.33924
0.31 0.03 -0.0724062 -0.0618612 0.0139472 3.44453
0.33 0.03 -0.0757154 -0.0752212 0.0184372 3.55118
0.35 0.03 -0.0797456 -0.0918052 0.0228758 3.65067
0.37 0.03 -0.0845718 -0.111366 0.027205 3.73448
0.39 0.03 -0.0902556 -0.133611 0.0313659 3.79439
0.41 0.03 -0.096831 -0.158193 0.0352869 3.82173
0.43 0.03 -0.104302 -0.184712 0.0388819 3.80857
0.45 0.03 -0.112637 -0.212721 0.0420571 3.7486
0.47 0.03 -0.121764 -0.241735 0.0447155 3.63758
0.49 0.03 -0.131567 -0.271242 0.0467618 3.47368
0.51 0.03 -0.141882 -0.300717 0.0481072 3.25775
0.53 0.03 -0.152501 -0.329634 0.0486744 2.99339
0.55 0.03 -0.163168 -0.357485 0.0484018 2.68691
0.57 0.03 -0.173591 -0.383796 0.0472474 2.34701
