0.005 0.005 6.6893 1.0208 -0.00576051 0.971287
0.015 0.005 6.6601 1.01633 -0.00823463 0.66326
0.025 0.005 6.66329 1.01434 -0.0108688 0.617581
0.035 0.005 6.68154 1.01251 -0.0118482 0.49246
0.045 0.005 6.70411 1.01093 -0.0133886 0.244908
0.055 0.005 6.72725 1.00958 -0.0158218 0.0229036
0.065 0.005 6.74884 1.00847 -0.0190598 -0.156549
0.075 0.005 6.76769 1.00756 -0.0231122 -0.30163
0.085 0.005 6.78318 1.0068 -0.0278376 -0.405272
0.095 0.005 6.7951 1.00615 -0.0329559 -0.464855
0.105 0.005 6.80346 1.00561 -0.0381874 -0.487623
0.115 0.005 6.8084 1.00516 -0.0433202 -0.483583
0.125 0.005 6.81011 1.0048 -0.0482052 -0.46048
0.135 0.005 6.80881 1.00453 -0.052737 -0.423919
0.145 0.005 6.80471 1.00433 -0.0568513 -0.379606
0.155 0.005 6.79804 1.00421 -0.0605382 -0.334632
0.165 0.005 6.78898 1.00415 -0.0638529 -0.296763
0.175 0.005 6.77772 1.00415 -0.0669098 -0.272432
0.185 0.005 6.76445 1.00417 -0.069857 -0.264835
0.195 0.005 6.74932 1.00421 -0.0728407 -0.273209
0.205 0.005 6.73248 1.00425 -0.0759728 -0.293545
0.215 0.005 6.71407 1.00427 -0.0793127 -0.320212
0.225 0.005 6.69422 1.00428 -0.0828669 -0.347729
0.235 0.005 6.67303 1.00427 -0.0866012 -0.372029
0.245 0.005 6.65062 1.00424 -0.0904597 -0.390966
0.255 0.005 6.62707 1.00419 -0.0943827 -0.404142
0.265 0.005 6.60247 1.00414 -0.0983188 -0.412333
0.275 0.005 6.57689 1.00408 -0.102231 -0.416807
0.285 0.005 6.5504 1.00403 -0.106094 -0.418783
0.295 0.005 6.52308 1.00397 -0.109894 -0.419107
0.305 0.005 6.49498 1.0039 -0.113619 -0.418176
0.315 0.005 6.46616 1.00384 -0.117259 -0.416032
0.325 0.005 6.43667 1.00378 -0.120801 -0.412539
0.335 0.005 6.40656 1.00372 -0.124227 -0.407562
0.345 0.005 6.37587 1.00366 -0.12752 -0.401095
0.355 0.005 6.34466 1.0036 -0.130662 -0.393318
0.365 0.005 6.31295 1.00355 -0.133636 -0.384573
0.375 0.005 6.28078 1.0035 -0.13643 -0.375304
0.385 0.005 6.2482 1.00346 -0.139036 -0.365972
0.395 0.005 6.21522 1.00342 -0.14145 -0.356974
0.405 0.005 6.18189 1.00339 -0.143673 -0.348588
0.415 0.005 6.14822 1.00336 -0.145705 -0.34095
0.425 0.005 6.11424 1.00333 -0.147549 -0.334051
0.435 0.005 6.07998 1.00331 -0.149207 -0.327771
0.445 0.005 6.04546 1.00329 -0.150683 -0.32191
0.455 0.005 6.0107 1.00327 -0.151975 -0.316234
0.465 0.005 5.97571 1.00325 -0.153085 -0.310512
0.475 0.005 5.94052 1.00323 -0.15401 -0.304546
0.485 0.005 5.90513 1.00321 -0.154748 -0.298193
0.495 0.005 5.86956 1.00319 -0.155299 -0.291376
0.505 0.005 5.83382 1.00318 -0.155659 -0.284082
0.515 0.005 5.79793 1.00316 -0.15583 -0.276356
0.525 0.005 5.76188 1.00315 -0.15581 -0.268296
0.535 0.005 5.7257 1.00313 -0.155603 -0.26003
0.545 0.005 5.68939 1.00312 -0.155212 -0.251708
0.555 0.005 5.65295 1.00311 -0.154641 -0.243482
0.565 0.005 5.61639 1.00309 -0.153897 -0.235496
0.575 0.005 5.57972 1.00308 -0.152987 -0.227871
0.585 0.005 5.54295 1.00307 -0.15192 -0.220699
0.595 0.005 5.50607 1.00306 -0.150704 -0.214038
0.605 0.005 5.4691 1.00305 -0.149348 -0.207909
0.615 0.005 5.43203 1.00304 -0.14786 -0.202299
0.625 0.005 5.39488 1.00302 -0.146251 -0.197164
0.635 0.005 5.35765 1.00301 -0.144526 -0.192436
0.645 0.005 5.32033 1.00299 -0.142693 -0.188034
0.655 0.005 5.28294 1.00297 -0.140759 -0.183866
0.665 0.005 5.24547 1.00295 -0.138729 -0.179842
0.675 0.005 5.20792 1.00293 -0.136608 -0.17588
0.685 0.005 5.17031 1.00291 -0.134401 -0.171908
0.695 0.005 5.13263 1.00289 -0.13211 -0.16787
0.705 0.005 5.09489 1.00287 -0.129739 -0.163726
0.715 0.005 5.05708 1.00284 -0.127292 -0.15945
0.725 0.005 5.0192 1.00282 -0.124771 -0.155031
0.735 0.005 4.98127 1.00279 -0.122179 -0.150467
0.745 0.005 4.94327 1.00277 -0.119518 -0.14576
0.755 0.005 4.90522 1.00275 -0.11679 -0.140918
0.765 0.005 4.86711 1.00272 -0.113999 -0.135944
0.775 0.005 4.82894 1.0027 -0.111146 -0.13084
0.785 0.005 4.79072 1.00268 -0.108233 -0.1256
0.795 0.005 4.75245 1.00266 -0.10526 -0.120212
0.805 0.005 4.71412 1.00265 -0.10223 -0.114658
0.815 0.005 4.67574 1.00263 -0.0991418 -0.108915
0.825 0.005 4.63731 1.00262 -0.0959958 -0.102954
0.835 0.005 4.59883 1.00261 -0.0927911 -0.0967449
0.845 0.005 4.56031 1.0026 -0.0895268 -0.090256
0.855 0.005 4.52174 1.0026 -0.0862012 -0.0834568
0.865 0.005 4.48312 1.0026 -0.0828123 -0.076319
0.875 0.005 4.44446 1.0026 -0.079358 -0.0688174
0.885 0.005 4.40575 1.00261 -0.0758357 -0.0609311
0.895 0.005 4.367 1.00262 -0.0722431 -0.0526429
0.905 0.005 4.32821 1.00263 -0.0685776 -0.0439401
0.915 0.005 4.28938 1.00266 -0.0648371 -0.0348137
