0.01 0.01 -0.873769 0.679881 0.320119 -18.0644
0.03 0.01 -0.815318 0.202211 0.157551 -26.7819
0.05 0.01 -0.811077 -0.0177562 0.0624158 -21.0871
0.07 0.01 -0.807284 -0.0906852 0.0105132 -10.4386
0.09 0.01 -0.816476 -0.125544 0.0243451 -3.08964
0.11 0.01 -0.829647 -0.178522 0.0286336 -1.68345
0.13 0.01 -0.843381 -0.233308 0.026152 -1.53461
0.15 0.01 -0.853691 -0.278419 0.0189595 -1.75804
0.17 0.01 -0.857684 -0.306729 0.00934998 -1.96282
0.19 0.01 -0.854188 -0.315758 -0.000320462 -1.93129
0.21 0.01 -0.840899 -0.307388 -0.00804975 -1.70524
0.23 0.01 -0.81748 -0.285369 -0.0139694 -1.44187
0.25 0.01 -0.786505 -0.253047 -0.0183527 -1.19157
0.27 0.01 -0.750386 -0.213257 -0.021437 -0.968133
0.29 0.01 -0.711181 -0.168362 -0.0234579 -0.77776
0.31 0.01 -0.670523 -0.120273 -0.0246316 -0.62176
0.33 0.01 -0.62964 -0.0704966 -0.0251448 -0.497944
0.35 0.01 -0.589406 -0.0201978 -0.025154 -0.402134
0.37 0.01 -0.55042 0.0297478 -0.0247916 -0.3294
0.39 0.01 -0.513104 0.0787022 -0.0241629 -0.274344
0.41 0.01 -0.477702 0.126206 -0.0233412 -0.232267
0.43 0.01 -0.444333 0.171936 -0.0223885 -0.199899
0.45 0.01 -0.413018 0.21568 -0.0213555 -0.174745
0.47 0.01 -0.383711 0.257318 -0.0202827 -0.154933
0.49 0.01 -0.356323 0.296802 -0.0192012 -0.139096
0.51 0.01 -0.330742 0.334137 -0.0181336 -0.126248
0.53 0.01 -0.306839 0.369367 -0.017096 -0.115688
0.55 0.01 -0.284485 0.402561 -0.0160988 -0.106915
0.57 0.01 -0.263551 0.433808 -0.0151481 -0.0995686
0.59 0.01 -0.243914 0.463203 -0.0142468 -0.0933847
0.61 0.01 -0.225461 0.490845 -0.0133954 -0.0881626
0.63 0.01 -0.208085 0.516834 -0.0125929 -0.0837466
0.65 0.01 -0.19169 0.541264 -0.011837 -0.080012
0.67 0.01 -0.176188 0.564226 -0.0111251 -0.0768564
0.69 0.01 -0.161497 0.585805 -0.0104541 -0.0741942
0.71 0.01 -0.147544 0.60608 -0.0098209 -0.0719532
0.73 0.01 -0.134262 0.625123 -0.00922228 -0.0700719
0.75 0.01 -0.12159 0.643001 -0.00865531 -0.0684979
0.77 0.01 -0.109471 0.659773 -0.00811718 -0.0671862
0.79 0.01 -0.0978537 0.675496 -0.00760528 -0.0660987
0.81 0.01 -0.0866893 0.690218 -0.00711722 -0.0652026
0.83 0.01 -0.075933 0.703986 -0.00665082 -0.0644704
0.85 0.01 -0.0655428 0.716841 -0.00620408 -0.0638783
0.87 0.01 -0.0554793 0.728821 -0.00577519 -0.0634066
0.89 0.01 -0.0457053 0.739958 -0.00536248 -0.0630384
0.91 0.01 -0.0361854 0.750285 -0.00496445 -0.0627595
0.93 0.01 -0.0268862 0.759829 -0.0045797 -0.0625581
0.95 0.01 -0.0177757 0.768616 -0.00420696 -0.0624238
0.97 0.01 -0.00882339 0.776668 -0.00384505 -0.0623142
0.99 0.01 0 0.780513 -0.00349158 -0.0622562

0.01 0.03 -0.722962 0.878602 0.761636 -21.827
0.03 0.03 -0.782747 0.608998 0.463309 -28.0307
0.05 0.03 -0.796572 0.330466 0.255157 -24.1487
0.07 0.03 -0.799886 0.0990512 0.122116 -15.623
0.09 0.03 -0.813361 -0.0546904 0.101342 -8.32013
0.11 0.03 -0.832033 -0.14395 0.0938744 -5.6617
0.13 0.03 -0.851385 -0.207453 0.0792 -4.71291
0.15 0.03 -0.865565 -0.25166 0.0552298 -4.37338
0.17 0.03 -0.870975 -0.277113 0.0268422 -4.11334
0.19 0.03 -0.866366 -0.285833 -6.32035e-05 -3.69038
0.21 0.03 -0.851289 -0.280108 -0.0224018 -3.16086
0.23 0.03 -0.826476 -0.261683 -0.0400612 -2.63135
0.25 0.03 -0.794294 -0.232949 -0.0533167 -2.13524
0.27 0.03 -0.75713 -0.196447 -0.062765 -1.69391
0.29 0.03 -0.717024 -0.154405 -0.0690674 -1.31748
0.31 0.03 -0.675588 -0.108681 -0.072835 -1.00789
0.33 0.03 -0.634025 -0.0607989 -0.0746002 -0.761379
0.35 0.03 -0.593194 -0.0119784 -0.0748177 -0.570992
0.37 0.03 -0.553679 0.0368313 -0.0738831 -0.4276
0.39 0.03 -0.515886 0.0849142 -0.0721087 -0.320627
0.41 0.03 -0.480065 0.131739 -0.0697241 -0.241154
0.43 0.03 -0.446331 0.176927 -0.0669233 -0.182728
0.45 0.03 -0.4147 0.220228 -0.0638656 -0.1401
0.47 0.03 -0.385123 0.261494 -0.0606773 -0.109129
0.49 0.03 -0.357506 0.300659 -0.0574551 -0.0866487
0.51 0.03 -0.33173 0.337715 -0.0542702 -0.0702921
0.53 0.03 -0.307662 0.372698 -0.0511722 -0.0583285
0.55 0.03 -0.285167 0.405674 -0.0481933 -0.0495118
0.57 0.03 -0.264115 0.436726 -0.0453526 -0.0429549
0.59 0.03 -0.244378 0.465947 -0.0426589 -0.0380311
0.61 0.03 -0.225839 0.493436 -0.040114 -0.0342989
0.63 0.03 -0.208391 0.519288 -0.0377148 -0.0314468
0.65 0.03 -0.191935 0.543598 -0.0354549 -0.0292535
0.67 0.03 -0.17638 0.566454 -0.033326 -0.0275605
0.69 0.03 -0.161645 0.587941 -0.0313192 -0.0262525
0.71 0.03 -0.147655 0.608135 -0.0294249 -0.0252445
0.73 0.03 -0.134342 0.627107 -0.0276339 -0.0244726
0.75 0.03 -0.121645 0.644923 -0.0259372 -0.023888
0.77 0.03 -0.109505 0.661642 -0.0243265 -0.0234532
0.79 0.03 -0.0978707 0.677318 -0.0227941 -0.0231385
0.81 0.03 -0.086693 0.692 -0.0213328 -0.0229205
0.83 0.03 -0.0759268 0.705732 -0.0199361 -0.0227803
0.85 0.03 -0.0655296 0.718557 -0.0185981 -0.0227028
0.87 0.03 -0.0554617 0.730509 -0.0173133 -0.0226759
0.89 0.03 -0.0456857 0.741624 -0.0160769 -0.0226894
0.91 0.03 -0.0361661 0.751932 -0.0148843 -0.0227352
0.93 0.03 -0.0268692 0.761459 -0.0137314 -0.0228068
0.95 0.03 -0.0177628 0.770232 -0.0126144 -0.0228986
0.97 0.03 -0.00881617 0.778272 -0.0115298 -0.0229069
0.99 0.03 0 0.782112 -0.0104703 -0.0228649

0.01 0.05 -0.722534 0.956306 0.926727 -13.6643
0.03 0.05 -0.769775 0.816961 0.707167 -18.4209
0.05 0.05 -0.789221 0.606999 0.499793 -20.6631
0.07 0.05 -0.799251 0.380419 0.335476 -19.2585
0.09 0.05 -0.816132 0.17902 0.243123 -15.7168
0.11 0.05 -0.840608 0.0258031 0.194571 -12.7004
0.13 0.05 -0.866958 -0.0834362 0.151246 -11.0515
0.15 0.05 -0.885526 -0.155842 0.0997966 -9.68746
0.17 0.05 -0.8922 -0.197488 0.0493749 -8.13291
0.19 0.05 -0.886625 -0.217387 0.00602262 -6.79425
0.21 0.05 -0.869716 -0.220952 -0.0306475 -5.76351
0.23 0.05 -0.842707 -0.21103 -0.0601618 -4.8167
0.25 0.05 -0.808459 -0.190341 -0.0826386 -3.92658
0.27 0.05 -0.769495 -0.161252 -0.0990349 -3.13123
0.29 0.05 -0.727845 -0.125733 -0.110359 -2.44422
0.31 0.05 -0.685065 -0.0854903 -0.11751 -1.86921
0.33 0.05 -0.642316 -0.0420241 -0.121274 -1.40304
0.35 0.05 -0.600424 0.00335907 -0.122348 -1.03729
0.37 0.05 -0.55993 0.0495608 -0.121365 -0.758091
0.39 0.05 -0.521251 0.0956863 -0.118836 -0.548629
0.41 0.05 -0.484638 0.141038 -0.115173 -0.394029
0.43 0.05 -0.450208 0.185104 -0.110728 -0.281908
0.45 0.05 -0.417972 0.22753 -0.105788 -0.201784
0.47 0.05 -0.387875 0.268094 -0.100585 -0.145177
0.49 0.05 -0.359812 0.306675 -0.0952935 -0.105485
0.51 0.05 -0.333656 0.343232 -0.0900441 -0.0777413
0.53 0.05 -0.309267 0.377777 -0.0849266 -0.0583128
0.55 0.05 -0.286499 0.410361 -0.0799996 -0.0446101
0.57 0.05 -0.265215 0.441061 -0.0752977 -0.0348254
0.59 0.05 -0.245282 0.469963 -0.0708374 -0.0277183
0.61 0.05 -0.226577 0.497162 -0.0666224 -0.0224496
0.63 0.05 -0.208988 0.522751 -0.0626478 -0.018456
0.65 0.05 -0.192411 0.546823 -0.0589034 -0.0153614
0.67 0.05 -0.176755 0.569464 -0.0553755 -0.0129135
0.69 0.05 -0.161934 0.590756 -0.0520489 -0.0109422
0.71 0.05 -0.147871 0.610775 -0.0489081 -0.00933059
0.73 0.05 -0.134498 0.62959 -0.0459377 -0.00799679
0.75 0.05 -0.12175 0.647264 -0.043123 -0.00688196
0.77 0.05 -0.109569 0.663855 -0.0404502 -0.00594268
0.79 0.05 -0.0979013 0.679415 -0.0379065 -0.00514604
0.81 0.05 -0.0866978 0.693993 -0.0354802 -0.00446654
0.83 0.05 -0.0759121 0.707632 -0.0331605 -0.00388401
0.85 0.05 -0.0655012 0.720372 -0.0309378 -0.00338228
0.87 0.05 -0.055425 0.732249 -0.028803 -0.00294822
0.89 0.05 -0.0456454 0.743295 -0.0267481 -0.00257108
0.91 0.05 -0.0361265 0.75354 -0.0247657 -0.00224201
0.93 0.05 -0.0268344 0.763011 -0.022849 -0.00195367
